,name,id,lat,lon,capacity,closest_district
386,"Paddington Green Police Station, Paddington",408,51.51994326,-0.17070433699999998,40,Kensington and Chelsea
387,"Strata, Elephant & Castle",409,51.493146,-0.099828,41,Southwark
388,"Edgware Road Station, Marylebone",410,51.519968,-0.169774,64,Kensington and Chelsea
389,"Walworth Road, Elephant & Castle",411,51.49337264,-0.09968067,33,Southwark
390,"Cleaver Street, Kennington",412,51.488105,-0.11012100000000001,17,Lambeth
391,"Chelsea Bridge, Pimlico",419,51.485821,-0.149004,15,Westminster
392,"Southwark Station 1, Southwark",420,51.504042999999996,-0.10531199999999999,37,Southwark
393,"Southwark Station 2, Southwark",421,51.504044,-0.104778,45,Southwark
394,"Eaton Square (South), Belgravia",423,51.49456127,-0.15393398,31,Westminster
395,"Ebury Bridge, Pimlico",424,51.490491,-0.14918599999999999,29,Westminster
396,"Harrington Square 2, Camden Town",425,51.533379,-0.139159,38,Camden
397,"Vincent Street, Pimlico",426,51.493072,-0.129925,17,Westminster
398,"Cheapside, Bank",427,51.51397065,-0.09294031,43,City of London
399,"Exhibition Road, Knightsbridge",428,51.499916999999996,-0.174554,20,Kensington and Chelsea
400,"South Parade, Chelsea",430,51.489020000000004,-0.17524,18,Kensington and Chelsea
401,"Crinan Street, King's Cross",431,51.534473999999996,-0.12220299999999999,20,Camden
402,"Exhibition Road Museums, South Kensington",432,51.496957,-0.173894,22,Kensington and Chelsea
403,"Wren Street, Holborn",433,51.524564,-0.116279,33,Islington
404,"Kennington Station, Kennington",435,51.488852,-0.105593,23,Southwark
405,"Red Lion Street, Holborn",436,51.518240000000006,-0.11655,35,City of London
406,"Vauxhall Walk, Vauxhall",437,51.488124,-0.120903,27,Lambeth
407,"Killick Street, King's Cross",439,51.5338,-0.118677,22,Islington
408,"Kennington Oval, Oval",440,51.483145,-0.113134,33,Lambeth
409,"Sail Street, Vauxhall",441,51.495656,-0.114605,24,Lambeth
410,"Walmer Road, Avondale",442,51.510101,-0.211358,24,Kensington and Chelsea
411,"Philpot Street, Whitechapel",443,51.515256,-0.058641,30,City of London
412,"Bethnal Green Garden, Bethnal Green",444,51.52568,-0.055312,24,Hackney
413,"Cheshire Street, Bethnal Green",445,51.52388,-0.065076,28,City of London
414,"York Hall, Bethnal Green",446,51.528936,-0.055894000000000006,27,Hackney
415,"Jubilee Crescent, Cubitt Town",447,51.493381,-0.007542,54,Tower Hamlets
416,"Fisherman's Walk West, Canary Wharf",448,51.50623,-0.022959999999999998,36,Tower Hamlets
417,"Shadwell Station, Shadwell",449,51.511088,-0.057159,35,City of London
418,"Jubilee Street, Stepney",450,51.515975,-0.053176999999999995,28,City of London
419,"Hermitage Court, Wapping",451,51.504719,-0.06353099999999999,16,City of London
420,"St. Katharine's Way, Tower",452,51.505697,-0.070542,24,City of London
421,"Garnet Street, Shadwell",453,51.508447,-0.055166999999999994,24,City of London
422,"Napier Avenue, Millwall",454,51.487679,-0.021582,20,Tower Hamlets
423,"East Ferry Road, Cubitt Town",455,51.49447,-0.014409,17,Tower Hamlets
424,"Parkway, Camden Town",456,51.538071,-0.14466400000000001,33,Camden
425,"Castlehaven Road, Camden Town",457,51.542138,-0.145393,29,Camden
426,"Wapping Lane, Wapping",458,51.504749,-0.057544000000000005,28,City of London
427,"Gunmakers Lane, Old Ford",459,51.535179,-0.03338,17,Hackney
428,"Burdett Road, Mile End",460,51.516196,-0.029138,33,Tower Hamlets
429,"Aston Street, Stepney",461,51.516000000000005,-0.038775,26,Tower Hamlets
430,"Bonny Street, Camden Town",462,51.541603,-0.138853,45,Camden
431,"Thurtle Road, Haggerston",463,51.534776,-0.071881,22,Hackney
432,"St. Mary & St. Michael Church, Stepney",464,51.51417,-0.052099,25,City of London
433,"Pitfield Street North,Hoxton",465,51.535579999999996,-0.08249,28,Islington
434,"Whiston Road, Haggerston",466,51.534464,-0.07634099999999999,21,Islington
435,"Southern Grove, Bow",467,51.523538,-0.030556,17,Hackney
436,"Cantrell Road, Bow",468,51.521564,-0.022694,24,Tower Hamlets
437,"Lindfield Street, Poplar",469,51.513757,-0.020467,44,Tower Hamlets
438,"Mostyn Grove, Bow",470,51.530535,-0.025491999999999997,46,Hackney
439,"Hewison Street, Old Ford",471,51.533283000000004,-0.028155,19,Hackney
440,"Malmesbury Road, Bow",472,51.529452,-0.027616,21,Hackney
441,"Millharbour, Millwall",473,51.496137,-0.019355,19,Tower Hamlets
442,"Castalia Square, Cubitt Town",474,51.498125,-0.011457,39,Tower Hamlets
443,"Lightermans Road, Millwall",475,51.499041,-0.020156999999999998,57,Tower Hamlets
444,"Stebondale Street, Cubitt Town",476,51.489096,-0.009205,29,Tower Hamlets
445,"Spindrift Avenue, Millwall",477,51.49109,-0.018716,36,Tower Hamlets
446,"Stepney Green Station, Stepney",478,51.521889,-0.046669999999999996,21,Hackney
447,"Pott Street, Bethnal Green",479,51.527152,-0.058004999999999994,20,Hackney
448,"Flamborough Street, Limehouse",480,51.5128711,-0.038986599999999996,25,Tower Hamlets
449,"Saunders Ness Road, Cubitt Town",481,51.487128999999996,-0.009001,35,Tower Hamlets
450,"Albert Gardens, Stepney",483,51.51328,-0.047784,33,City of London
451,"Bromley High Street, Bow",484,51.528828000000004,-0.013258,24,Newham
452,"Old Ford Road, Bethnal Green",485,51.531127000000005,-0.048017000000000004,24,Hackney
453,"Granby Street, Shoreditch",486,51.525645000000004,-0.069543,37,City of London
454,"Canton Street, Poplar",487,51.511811,-0.025626,23,Tower Hamlets
455,"Reardon Street, Wapping",488,51.506946,-0.058681,22,City of London
456,"Christian Street, Whitechapel",489,51.513073999999996,-0.06409400000000001,34,City of London
457,"Pennington Street, Wapping",490,51.508621999999995,-0.065006,45,City of London
458,"Queen Mary's, Mile End",491,51.522507,-0.041378,45,Hackney
459,"The Green Bridge, Mile End",492,51.524677000000004,-0.03562,63,Hackney
460,"South Quay East, Canary Wharf",494,51.50196,-0.016250999999999998,36,Tower Hamlets
461,"Bow Church Station, Bow",495,51.528169,-0.018703,39,Hackney
462,"Devons Road, Bow",496,51.52512,-0.015578,39,Hackney
463,"Merchant Street, Bow",497,51.526177000000004,-0.0274677,26,Hackney
464,"Bow Road Station, Bow",498,51.527058000000004,-0.025296000000000003,42,Hackney
465,"Furze Green, Bow",499,51.519265000000004,-0.021345,36,Tower Hamlets
466,"Ansell House, Stepney",500,51.519806,-0.055730999999999996,41,City of London
467,"Cephas Street, Bethnal Green",501,51.522560999999996,-0.054883,24,Hackney
468,"Cleveland Way, Stepney",503,51.520893,-0.051394,36,Hackney
469,"St. John's Park, Cubitt Town",504,51.496454,-0.009506,30,Tower Hamlets
470,"Ackroyd Drive, Bow",505,51.520398,-0.026768,29,Tower Hamlets
471,"Bell Lane, Liverpool Street",506,51.517475,-0.07585499999999999,23,City of London
472,"Clarkson Street, Bethnal Green",507,51.528692,-0.059091,31,Hackney
473,"Fournier Street, Whitechapel",508,51.519362,-0.074431,18,City of London
474,"Fore Street, Guildhall",509,51.517842,-0.090075,19,City of London
475,"Westferry DLR, Limehouse",510,51.509303,-0.025996,41,Tower Hamlets
476,"Sutton Street, Shadwell",511,51.511066,-0.053558,33,City of London
477,"Pritchard's Road, Bethnal Green",512,51.532090999999994,-0.06142,30,Hackney
478,"Watney Market, Stepney",513,51.51422279999999,-0.055656,51,City of London
479,"Russell Gardens, Olympia",515,51.500088,-0.21131599999999998,24,Kensington and Chelsea
480,"Chrisp Street Market, Poplar",516,51.5112,-0.014438,18,Tower Hamlets
481,"Ford Road, Old Ford",517,51.532513,-0.033085,17,Hackney
482,"Antill Road, Mile End",518,51.528224,-0.037471,30,Hackney
483,"Teviot Street, Poplar",519,51.518811,-0.011662,33,Tower Hamlets
484,"Bancroft Road, Bethnal Green",520,51.526041,-0.047218,21,Hackney
485,"Driffield Road, Old Ford",521,51.534137,-0.037366,19,Hackney
486,"Clinton Road, Mile End",522,51.525940999999996,-0.036017,36,Hackney
487,"Langdon Park, Poplar",523,51.51549,-0.013475,24,Tower Hamlets
488,"Lancaster Gate , Bayswater",524,51.511654,-0.179668,38,Kensington and Chelsea
489,"Lancaster Drive, Blackwall",526,51.503143,-0.008428,27,Tower Hamlets
490,"Hansard Mews, Holland Park",527,51.503802,-0.215808,20,Kensington and Chelsea
491,"Clarges Street, Mayfair",528,51.507326,-0.14582699999999998,16,Westminster
492,"Manresa Road, Chelsea",529,51.486892,-0.170983,18,Kensington and Chelsea
493,"Newby Place, Poplar",530,51.508896,-0.012412999999999999,18,Tower Hamlets
494,"Twig Folly Bridge, Mile End",531,51.530326,-0.042744,21,Hackney
495,"Jubilee Plaza, Canary Wharf",532,51.50357,-0.020068,63,Tower Hamlets
496,"Wellington Row, Bethnal Green",533,51.528222,-0.069743,33,City of London
497,"Goldsmith's Row, Haggerston",534,51.531864,-0.066035,27,Hackney
498,"Gloucester Avenue, Camden Town",535,51.537349,-0.147154,24,Camden
499,"Queensbridge Road, Haggerston",536,51.53385,-0.06992000000000001,35,Hackney
500,"Old Montague Street, Whitechapel",537,51.51793,-0.067937,18,City of London
501,"Naval Row, Blackwall",538,51.508981,-0.0069900000000000006,21,Tower Hamlets
502,"Hoxton Station, Hoxton",539,51.531090999999996,-0.075901,22,Islington
503,"Albany Street, The Regent's Park",540,51.528302000000004,-0.144466,27,Camden
504,"Green Park Station, Mayfair",541,51.506613,-0.142844,28,Westminster
505,"Salmon Lane, Limehouse",542,51.514115000000004,-0.033828,33,Tower Hamlets
506,"Lansdowne Walk, Ladbroke Grove",543,51.509591,-0.20466600000000001,21,Kensington and Chelsea
507,"Percival Street, Finsbury",544,51.526153,-0.10220800000000001,22,City of London
508,"Arlington Road, Camden Town",545,51.539957,-0.14524600000000001,24,Camden
509,"New Fetter Lane, Holborn",546,51.517428,-0.10798699999999999,21,City of London
510,"East India DLR, Blackwall",547,51.509474,-0.002275,51,Tower Hamlets
511,"Westminster Bridge Road, Elephant & Castle",548,51.498385999999996,-0.10791300000000001,26,Southwark
512,"Gaywood  Street, Elephant & Castle",549,51.49605,-0.10419300000000001,45,Southwark
513,"Harford Street, Mile End",550,51.521564,-0.039264,23,Hackney
514,"Import Dock, Canary Wharf",551,51.505772,-0.016460175,39,Tower Hamlets
515,"Watney Street, Shadwell",552,51.511542,-0.056666999999999995,27,City of London
516,"Regent's Row , Haggerston ",553,51.535678000000004,-0.062546,24,Hackney
517,"Aberfeldy Street, Poplar",554,51.513548,-0.005659,16,Tower Hamlets
518,"Heron Quays DLR, Canary Wharf",556,51.502660999999996,-0.021596,27,Tower Hamlets
519,"King Edward Street, St Pauls",557,51.516009999999994,-0.0985,20,City of London
520,"Page Street, Westminster",558,51.493978000000006,-0.127554,24,Westminster
521,"Abbotsbury Road, Holland Park",559,51.501391,-0.20599099999999998,24,Kensington and Chelsea
522,"Ladbroke Grove Central, Ladbroke Grove",560,51.511624,-0.205921,21,Kensington and Chelsea
523,"Rectory Square, Stepney",561,51.518369,-0.043371,22,Hackney
524,"Bury Place, Holborn",562,51.51746,-0.12335,21,Lambeth
525,"Preston's Road, Cubitt Town",563,51.499286,-0.009152,26,Tower Hamlets
526,"Somerset House, Strand",564,51.509943,-0.117619,41,Lambeth
527,"Selby Street, Whitechapel",565,51.521905,-0.063386,17,City of London
528,"Westfield Ariel Way, White City",566,51.509158,-0.22410300000000002,42,Hammersmith and Fulham
529,"Bishop's Bridge Road West, Bayswater",568,51.51616,-0.18697,18,Kensington and Chelsea
530,"Pitfield Street Central, Hoxton",569,51.53213,-0.08299,30,Islington
531,"Upper Bank Street, Canary Wharf",570,51.503083000000004,-0.017676,36,Tower Hamlets
532,"Westfield Southern Terrace ,Shepherd's Bush",571,51.506256,-0.21833699999999998,29,Kensington and Chelsea
533,"Greenland Road, Camden Town",572,51.539099,-0.141728,36,Camden
534,"Limerston Street, West Chelsea",573,51.485587,-0.18119000000000002,18,Kensington and Chelsea
535,"Eagle Wharf Road, Hoxton",574,51.533559999999994,-0.09315,45,Islington
536,"Alpha Grove, Millwall",576,51.497304,-0.022793,22,Tower Hamlets
537,"Globe Town Market, Bethnal Green",577,51.528869,-0.047548,20,Hackney
538,"Hollybush Gardens, Bethnal Green",578,51.527607,-0.057133,32,Hackney
539,"Queen Street 2, Bank",579,51.511246,-0.093051,36,City of London
540,"Doddington Grove, Kennington",580,51.48692917,-0.102996299,36,Southwark
541,"New Cavendish Street, Marylebone",581,51.519166999999996,-0.147983,18,Westminster
542,"Abingdon Green, Westminster",583,51.497622,-0.125978,20,Lambeth
543,"Ilchester Gardens, Bayswater",584,51.512440000000005,-0.19096,21,Kensington and Chelsea
544,"Mudchute DLR, Cubitt Town",586,51.490645,-0.014582,31,Tower Hamlets
545,"Monument Street, Monument",587,51.509640000000005,-0.08497,22,City of London
546,"Hoxton Street, Hoxton",588,51.52959,-0.0801,27,Islington
547,"Drayton Gardens, West Chelsea",589,51.487196000000004,-0.179369,18,Kensington and Chelsea
548,"Greenberry Street, St.John's Wood",590,51.53256,-0.16862,26,Camden
549,"Westfield Library Corner, Shepherd's Bush",591,51.506093,-0.2242237,27,Hammersmith and Fulham
550,"Bishop's Bridge Road East, Bayswater",592,51.5171,-0.18377000000000002,20,Kensington and Chelsea
551,"Northdown Street, King's Cross",593,51.531065999999996,-0.11934000000000002,21,Islington
552,"Kingsway Southbound, Strand",594,51.513875,-0.117774,33,Lambeth
553,"Hammersmith Road, Hammersmith",595,51.493266999999996,-0.21985,22,Hammersmith and Fulham
554,"Parson's Green , Parson's Green",596,51.472817,-0.199783,21,Wandsworth
555,"Fulham Park Road, Fulham",597,51.473471,-0.20781999999999998,27,Wandsworth
556,"Southerton Road, Hammersmith",598,51.494499,-0.228188,38,Hammersmith and Fulham
557,"Manbre Road, Hammersmith",599,51.485743,-0.22361599999999998,28,Hammersmith and Fulham
558,"South Lambeth Road, Vauxhall",600,51.481747,-0.124642,21,Westminster
559,"BBC White City, White City",601,51.514767,-0.225787,36,Hammersmith and Fulham
560,"Union Grove, Wandsworth Road",602,51.472993,-0.133972,45,Westminster
561,"Caldwell Street, Stockwell",603,51.477839,-0.11649300000000001,44,Westminster
562,"St Martins Close, Camden Town",604,51.538792,-0.138535,18,Camden
563,"Seymour Place, Marylebone",605,51.520331,-0.163667,29,Camden
564,"Addison Road, Holland Park",606,51.504199,-0.210941,26,Kensington and Chelsea
565,"Putney Bridge Station, Fulham",607,51.468814,-0.210279,21,Wandsworth
566,"Colet Gardens, Hammersmith",608,51.491093,-0.216493,30,Hammersmith and Fulham
567,"Sugden Road, Clapham",609,51.46512358,-0.157788279,19,Wandsworth
568,"Danvers Street, West Chelsea",610,51.48256792,-0.172078187,21,Kensington and Chelsea
569,"Princedale Road , Holland Park",611,51.50646524,-0.208486599,20,Kensington and Chelsea
570,"Wandsworth Rd, Isley Court, Wandsworth Road",612,51.46925984,-0.141812513,30,Westminster
571,"Woodstock Grove, Shepherd's Bush",613,51.50403821,-0.21740009300000002,24,Kensington and Chelsea
572,"Bradmead, Battersea Park",614,51.47817208,-0.144690541,40,Westminster
573,"Finlay Street, Fulham",615,51.476885100000004,-0.21589560100000002,24,Hammersmith and Fulham
574,"Aintree Street, Fulham",616,51.48102131,-0.20997349699999998,24,Hammersmith and Fulham
575,"Elysium Place, Fulham",617,51.47107905,-0.20784290800000002,21,Wandsworth
576,"Eel Brook Common, Walham Green",618,51.47625965,-0.193254007,24,Wandsworth
577,"Irene Road, Parsons Green",619,51.4737636,-0.19701009600000002,43,Wandsworth
578,"Surrey Lane, Battersea",620,51.47518024,-0.167160736,28,Wandsworth
579,"Wandsworth Town Station, Wandsworth",621,51.46086446,-0.187427294,33,Wandsworth
580,"Lansdowne Road, Ladbroke Grove",622,51.50748124,-0.20553590800000002,29,Kensington and Chelsea
581,"Nantes Close, Wandsworth",623,51.46193072,-0.18079178399999998,22,Wandsworth
582,"Courland Grove, Wandsworth Road",624,51.4729184,-0.13210270400000002,40,Westminster
583,"Queen's Circus, Battersea Park",625,51.47761941,-0.149551631,28,Westminster
584,"Normand Park, West Kensington",626,51.48438657,-0.20481514,24,Hammersmith and Fulham
585,"Holden Street, Battersea",627,51.468790500000004,-0.158230901,20,Wandsworth
586,"William Morris Way, Sands End",628,51.46881971,-0.184318843,26,Wandsworth
587,"Morie Street, Wandsworth",629,51.45995384,-0.190184054,28,Wandsworth
588,"Clarence Walk, Stockwell",630,51.47073264,-0.12699406800000002,28,Westminster
589,"Battersea Park Road, Nine Elms",631,51.47950170000001,-0.141770709,27,Westminster
590,"Sheepcote Lane, Battersea",632,51.47053858,-0.163041605,28,Wandsworth
591,"Vereker Road, West Kensington",633,51.48959104,-0.20937859399999997,32,Hammersmith and Fulham
592,"Brook Green South, Brook Green",634,51.49434708,-0.21580455899999998,33,Hammersmith and Fulham
593,"Greyhound Road, Hammersmith",635,51.48606206,-0.214428378,37,Hammersmith and Fulham
594,"South Park, Sands End",636,51.46706414,-0.19350207600000002,28,Wandsworth
595,"Spencer Park, Wandsworth Common",637,51.45787019,-0.17469162300000002,25,Wandsworth
596,"Falcon Road, Clapham Junction",638,51.46663393,-0.169821175,28,Wandsworth
597,"Coomer Place, West Kensington",639,51.48357068,-0.202038682,27,Kensington and Chelsea
598,"Silverthorne Road, Battersea",640,51.47286577,-0.148059277,28,Westminster
599,"Archbishop's Park, Waterloo",641,51.49824168,-0.117495865,23,Lambeth
600,"Fawcett Close, Battersea",642,51.46916161,-0.174485792,36,Wandsworth
601,"All Saints' Road, Portobello",643,51.5190427,-0.204764421,22,Kensington and Chelsea
602,"Rainville Road, Hammersmith",644,51.48373225,-0.22385225600000003,36,Hammersmith and Fulham
603,"Great Suffolk Street, The Borough",645,51.50173215,-0.100292412,21,Southwark
604,"Buckingham Gate, Westminster",646,51.49886563,-0.137424571,16,Westminster
605,"Richmond Way, Shepherd's Bush",647,51.50035306,-0.217515071,27,Hammersmith and Fulham
606,"Peterborough Road, Sands End",648,51.46904022,-0.19627483,30,Wandsworth
607,"World's End Place, West Chelsea",649,51.48180515,-0.18027465,22,Kensington and Chelsea
608,"St. Mark's Road, North Kensington",650,51.51687069,-0.21387239600000002,23,Kensington and Chelsea
609,"Thorndike Close, West Chelsea",651,51.48089844,-0.18385357300000002,25,Kensington and Chelsea
610,"Evesham Street, Avondale",652,51.51148696,-0.218190203,29,Kensington and Chelsea
611,"Simpson Street, Clapham Junction",653,51.47084722,-0.17070367,25,Wandsworth
612,"Ashmole Estate, Oval",654,51.48267821,-0.117661574,34,Lambeth
613,"Crabtree Lane, Fulham",655,51.48294452,-0.219346128,27,Hammersmith and Fulham
614,"Broomhouse Lane, Parsons Green",656,51.46841875,-0.199135704,29,Wandsworth
615,"Blythe Road West, Shepherd's Bush",657,51.499680600000005,-0.221791552,21,Hammersmith and Fulham
616,"Ethelburga Estate, Battersea Park",658,51.47729232,-0.16478637,30,Westminster
617,"West Kensington Station, West Kensington",660,51.49087074,-0.20602974300000002,22,Kensington and Chelsea
618,"All Saints Church, Portobello",661,51.51632095,-0.202608612,37,Kensington and Chelsea
619,"Phene Street, Chelsea",662,51.48498496,-0.16791986899999997,24,Westminster
620,"Clarendon Road, Avondale",663,51.51323001,-0.211593602,24,Kensington and Chelsea
621,"Austin Road, Battersea Park",664,51.474376,-0.155442787,24,Westminster
622,"Smugglers Way, Wandsworth",665,51.46108367,-0.191722864,28,Wandsworth
623,"Olympia Way, Olympia",666,51.49610093,-0.20815825899999998,38,Kensington and Chelsea
624,"Shepherd's Bush Road North, Shepherd's Bush",667,51.5015946,-0.222293381,34,Hammersmith and Fulham
625,"Ravenscourt Park Station, Hammersmith",668,51.49422354,-0.23676993600000001,26,Hammersmith and Fulham
626,"Teversham Lane, Stockwell",669,51.47614939,-0.12325850000000001,39,Westminster
627,"Ashley Crescent, Battersea",670,51.46718562,-0.152248582,28,Wandsworth
628,"Parsons Green Station, Parsons Green",671,51.475089000000004,-0.201968,56,Wandsworth
629,"Hibbert Street, Battersea",673,51.46517078,-0.18038939,36,Wandsworth
630,"Carnegie Street, King's Cross",674,51.53546778,-0.11619105,40,Islington
631,"Usk Road, Clapham Junction",675,51.46348914,-0.18212624800000002,30,Wandsworth
632,"Hartington Road, Stockwell",676,51.47787084,-0.126874471,35,Westminster
633,"Heath Road, Battersea",677,51.46866929,-0.146544642,27,Westminster
634,"Esmond Street, Putney",678,51.46231278,-0.211468596,30,Wandsworth
635,"Orbel Street, Battersea",679,51.47453545,-0.170210533,26,Wandsworth
636,"Westbridge Road, Battersea",680,51.47768469,-0.17032931699999998,28,Wandsworth
637,"Bishop's Avenue, Fulham",681,51.47303687,-0.21474980800000001,46,Hammersmith and Fulham
638,"Crisp Road, Hammersmith",682,51.48810829,-0.22660621,46,Hammersmith and Fulham
639,"Dorothy Road, Clapham Junction",683,51.46506424,-0.163750945,28,Wandsworth
640,"Neville Gill Close, Wandsworth",684,51.45475251,-0.195197203,32,Wandsworth
641,"Osiers Road, Wandsworth",685,51.46067005,-0.198735357,30,Wandsworth
642,"Beryl Road, Hammersmith",686,51.48814438,-0.22245646800000002,26,Hammersmith and Fulham
643,"Maclise Road, Olympia",687,51.49760804,-0.21145598,26,Kensington and Chelsea
644,"Northfields, Wandsworth",688,51.46095151,-0.20066766,28,Wandsworth
645,"Spanish Road, Clapham Junction",689,51.45922541,-0.18088495899999998,30,Wandsworth
646,"Stanley Grove, Battersea",690,51.47047503,-0.152130083,23,Westminster
647,"Erin Close, Walham Green",691,51.47946386,-0.195777222,24,Kensington and Chelsea
648,"Cadogan Close, Victoria Park",692,51.54211855,-0.028941601,22,Hackney
649,"Felsham Road, Putney",693,51.464786,-0.215618902,18,Wandsworth
650,"Putney Rail Station, Putney",694,51.46071722,-0.216526155,20,Wandsworth
651,"Islington Green, Angel",695,51.53638435,-0.102757578,21,Islington
652,"Charing Cross Hospital, Hammersmith",696,51.48728535,-0.217995921,21,Hammersmith and Fulham
653,"Charlotte Terrace, Angel",697,51.53639219,-0.112721065,25,Islington
654,"Shoreditch Court, Haggerston",698,51.53908372,-0.070329419,35,Hackney
655,"Belford House, Haggerston",699,51.5366541,-0.07023031,39,Hackney
656,"Battersea Church Road, Battersea",700,51.47696496,-0.17434706600000002,25,Wandsworth
657,"Vicarage Crescent, Battersea",701,51.47287627,-0.176267008,30,Wandsworth
658,"Durant Street, Bethnal Green",702,51.52868155,-0.065550321,24,Hackney
659,"St. Bride Street, Holborn",703,51.51505991,-0.10534448,25,City of London
660,"Mexfield Road, East Putney",704,51.45682071,-0.20280209800000001,18,Wandsworth
661,"Snowsfields, London Bridge",706,51.50215353,-0.083632928,31,Southwark
662,"Barons Court Station, West Kensington",707,51.49021762,-0.21508709199999998,32,Hammersmith and Fulham
663,"Disraeli Road, Putney",708,51.46161068,-0.21614583,33,Wandsworth
664,"Montserrat Road , Putney",709,51.46321128,-0.215550761,23,Wandsworth
665,"Albert Bridge Road, Battersea Park",710,51.47439218,-0.163347594,20,Wandsworth
666,"Everington Street, Fulham",711,51.48335692,-0.21630554600000002,31,Hammersmith and Fulham
667,"Mile End Stadium, Mile End",712,51.51854104,-0.034903714,22,Hackney
668,"Hawley Crescent, Camden Town",713,51.54100708,-0.14326094,22,Camden
669,"Stewart's Road, Wandsworth Road",714,51.47311696,-0.137235175,28,Westminster
670,"Aylward Street, Stepney",715,51.51563007,-0.049067242999999997,22,City of London
671,"Stainsby Road , Poplar",716,51.51542791,-0.02356501,24,Tower Hamlets
672,"Dunston Road , Haggerston",717,51.53658514,-0.075885686,43,Islington
673,"Ada Street, Hackney Central",718,51.53571683,-0.060291813,45,Hackney
674,"Victoria Park Road, Hackney Central",719,51.53642464,-0.054162264,34,Hackney
675,"Star Road, West Kensington",720,51.48724429,-0.205279052,23,Kensington and Chelsea
676,"Wendon Street, Old Ford",721,51.53603947,-0.026262677,18,Hackney
677,"Finnis Street, Bethnal Green",722,51.52458353,-0.058631453,19,Hackney
678,"Stephendale Road, Sands End",723,51.46822047,-0.190346493,48,Wandsworth
679,"Alma Road, Wandsworth",724,51.45799126,-0.184806157,28,Wandsworth
680,"Alfreda Street, Battersea Park",726,51.47505096,-0.15090837099999999,22,Westminster
681,"Chesilton Road, Fulham",727,51.47569809,-0.20587627,23,Hammersmith and Fulham
682,"Putney Bridge Road, East Putney",728,51.46199911,-0.206240805,29,Wandsworth
683,"St. Peter's Terrace, Fulham",729,51.47893931,-0.20848529300000002,24,Hammersmith and Fulham
684,"Bridge Avenue, Hammersmith",730,51.49208492,-0.229116862,18,Hammersmith and Fulham
685,"Michael Road, Walham Green",731,51.47727637,-0.18921046600000002,37,Wandsworth
686,"Duke Street Hill, London Bridge",732,51.50630441,-0.087262995,21,City of London
687,"Park Lane, Mayfair",733,51.50542628,-0.150817316,18,Westminster
688,"Plough Terrace, Clapham Junction",734,51.46230566,-0.175407201,31,Wandsworth
689,"Grant Road East, Clapham Junction",735,51.46489445,-0.17302926,28,Wandsworth
690,"Queensdale Road, Shepherd's Bush",736,51.50659035,-0.216104479,28,Kensington and Chelsea
691,"Fulham Broadway, Walham Green",737,51.47993289,-0.19411695,26,Kensington and Chelsea
692,"Imperial Road, Sands End",738,51.47514228,-0.18727898699999998,37,Wandsworth
693,"Hortensia Road, West Brompton",739,51.48176572,-0.185273723,28,Kensington and Chelsea
694,"Sirdar Road, Avondale",740,51.51092871,-0.214594781,26,Kensington and Chelsea
695,"Freston Road, Avondale",741,51.5129814,-0.219486603,23,Kensington and Chelsea
696,"Blenheim Crescent, Ladbroke Grove",742,51.51510818,-0.208565479,22,Kensington and Chelsea
697,"Oxford Road, Putney",743,51.46079243,-0.212607684,29,Wandsworth
698,"Ingrave Street, Clapham Junction",744,51.46745485,-0.172293499,30,Wandsworth
699,"Upcerne Road, West Chelsea",745,51.47816972,-0.18243547,29,Wandsworth
700,"Lots Road, West Chelsea",746,51.4795738,-0.17903854,24,Kensington and Chelsea
701,"Ormonde Gate, Chelsea",747,51.48796408,-0.161765173,24,Westminster
702,"Hertford Road, De Beauvoir Town",748,51.53727795,-0.079201849,25,Islington
703,"Haggerston Road, Haggerston ",749,51.53932857,-0.074284675,37,Islington
704,"Culvert Road, Battersea",750,51.4710956,-0.157850096,27,Wandsworth
705,"Newton Street, Covent Garden",751,51.51612862,-0.12090940800000001,24,Lambeth
706,"Manfred Road, East Putney",752,51.45816465,-0.20600248,29,Wandsworth
707,"Hammersmith Town Hall, Hammersmith",753,51.49263658,-0.234094148,28,Hammersmith and Fulham
708,"Grenfell Road, Avondale",754,51.5129006,-0.214762686,24,Kensington and Chelsea
709,"The Vale, Chelsea",755,51.48512191,-0.17497190199999998,24,Kensington and Chelsea
710,"Prince of Wales Drive, Battersea Park",756,51.47515398,-0.159169801,21,Westminster
711,"Harcourt Terrace, West Brompton",757,51.48795853,-0.18740450600000003,24,Kensington and Chelsea
712,"Westbourne Park Road, Portobello",758,51.51787005,-0.201005397,23,Kensington and Chelsea
713,"Broadley Terrace, Marylebone",759,51.52456169,-0.165668686,18,Camden
714,"Rossmore Road, Marylebone",760,51.52526975,-0.163795009,18,Camden
715,"Humbolt Road, Fulham",761,51.48321729,-0.211860644,26,Hammersmith and Fulham
716,"Storey's Gate, Westminster",762,51.50070305,-0.129698963,21,Westminster
717,"Mile End Park Leisure Centre, Mile End",763,51.52059714,-0.032566532999999995,47,Hackney
718,"St. John's Road, Clapham Junction",764,51.46239255,-0.16829214,33,Wandsworth
719,"Ranelagh Gardens, Fulham",765,51.46760141,-0.20682737,39,Wandsworth
720,"Ram Street, Wandsworth",766,51.45752945,-0.192165613,25,Wandsworth
721,"Santos Road, Wandsworth",767,51.45705988,-0.200806304,30,Wandsworth
722,"Clapham Common North Side, Clapham Common",768,51.46134382,-0.159322467,37,Wandsworth
