,name,id,lat,lon,capacity,closest_district
723,"Sandilands Road, Walham Green",769,51.473611,-0.191803,21,Wandsworth
724,"Gwendwr Road, West Kensington",770,51.491026,-0.209121,30,Hammersmith and Fulham
725,"Rifle Place, Avondale",771,51.509223999999996,-0.21601599999999999,21,Kensington and Chelsea
726,"Binfield Road, Stockwell",772,51.47250956,-0.122831913,35,Westminster
727,"Tallis Street, Temple",773,51.511891,-0.107349,24,Southwark
728,"Hurlingham Park, Parsons Green",774,51.470131,-0.20464000000000002,20,Wandsworth
729,"Little Brook Green, Brook Green",775,51.496664,-0.22386799999999998,33,Hammersmith and Fulham
730,"Abyssinia Close, Clapham Junction",776,51.460333,-0.16702899999999998,20,Wandsworth
731,"Limburg Road, Clapham Junction",777,51.4619230679,-0.16529785669299998,21,Wandsworth
732,"Houndsditch, Aldgate",779,51.514449,-0.07717897900000001,28,City of London
733,"Imperial Wharf Station, Sands End",780,51.474665,-0.18316517,25,Wandsworth
734,"Victoria & Albert Museum, South Kensington",781,51.495898,-0.173009,30,Kensington and Chelsea
735,"Halford Road, West Kensington",782,51.483911,-0.19760944,24,Kensington and Chelsea
736,"Monier Road, Hackney Wick",783,51.5403115,-0.021630359,27,Hackney
737,"East Village, Queen Elizabeth Olympic Park",784,51.546326,-0.00993526,34,Hackney
738,"Aquatic Centre, Queen Elizabeth Olympic Park",785,51.54094,-0.010510565,64,Hackney
739,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",786,51.549369,-0.015717613999999998,44,Hackney
740,"Timber Lodge, Queen Elizabeth Olympic Park",787,51.546805,-0.01469126,35,Hackney
741,"Copper Box Arena, Queen Elizabeth Olympic Park",788,51.544836,-0.019524752,33,Hackney
742,"Podium, Queen Elizabeth Olympic Park",789,51.538717999999996,-0.011889482,40,Hackney
743,"Stratford Station, Stratford",790,51.541793,-0.00481,28,Newham
744,"Blackfriars Road, Southwark",792,51.505461,-0.10454093,42,Southwark
745,"Cromer Street, Bloomsbury",793,51.528279,-0.11955857,28,Islington
746,"Lansdowne Way Bus Garage, Stockwell",794,51.474567,-0.12458,19,Westminster
747,"Euston Square Gardens, Euston",795,51.527068,-0.13186102,30,Camden
748,"Coram Street, Bloomsbury",796,51.523999999999994,-0.12640984,29,Camden
749,"Ossulston Street, Somers Town",797,51.5293,-0.12827903,30,Camden
750,"Birkenhead Street, King's Cross",798,51.5301998755,-0.122299440803,27,Camden
751,"Kings Gate House, Westminster",799,51.4976984561,-0.137598896295,24,Westminster
752,"Sopwith Way, Battersea Park",800,51.4811219398,-0.149035374873,30,Westminster
753,"Lavington Street, Bankside",801,51.5052241745,-0.0980318118664,29,Southwark
754,"Albert Square, Stockwell",802,51.4765900593,-0.118256789081,32,Westminster
755,"Southwark Street, Bankside",803,51.5054099403,-0.0983410884509,23,Southwark
756,"Good's Way, King's Cross",804,51.5346677396,-0.125078652873,27,Camden
757,"Bevington Road, North Kensington",805,51.5200694188,-0.206338384307,27,Kensington and Chelsea
758,"Handyside Street, King's Cross",806,51.53724056229999,-0.124807385707,27,Camden
759,"Bevington Road West, North Kensington",807,51.5212,-0.20888818,24,Kensington and Chelsea
760,"Stockwell Roundabout, Stockwell",808,51.473486209200004,-0.122555629777,33,Westminster
761,"Lincoln's Inn Fields, Holborn",809,51.5162778834,-0.11827299163499999,28,Lambeth
762,"Tate Modern, Bankside",810,51.506725286800005,-0.09880724616270001,30,Southwark
763,"Westferry Circus, Canary Wharf",811,51.505703035699995,-0.0277727426235,36,Tower Hamlets
764,"Here East North, Queen Elizabeth Olympic Park",812,51.548731191499996,-0.0226065549321,28,Hackney
765,"New Spring Gardens Walk, Vauxhall",813,51.48780744850001,-0.122759625866,37,Westminster
766,"Clapham Road, Lingham Street, Stockwell",814,51.471433067700005,-0.123670735702,30,Westminster
767,"Lambeth Palace Road, Waterloo",815,51.500089197799994,-0.116628700672,35,Lambeth
768,"Here East South, Queen Elizabeth Olympic Park",816,51.546532793500006,-0.020597590464700003,28,Hackney
769,"Riverlight South, Nine Elms",817,51.4813354746,-0.138212295869,26,Westminster
770,"One Tower Bridge, Bermondsey",818,51.503127803000005,-0.078655507365,13,City of London
771,"Belvedere Road 2, South Bank",819,51.506209999999996,-0.11484200000000001,38,Lambeth
772,"Victory Place, Walworth",820,51.492807,-0.091938,24,Southwark
773,"Battersea Power Station, Battersea Park",821,51.4835074867,-0.147714557371,27,Westminster
774,"Allington Street, Victoria",826,51.496863,-0.1429434,28,Westminster
775,"Cranmer Road, Stockwell",827,51.479601,-0.11147178,24,Lambeth
776,"Normandy Road, Stockwell",828,51.473874,-0.11258096,32,Lambeth
777,"Wynne Road, Stockwell",829,51.469217,-0.11268674,25,Westminster
778,"Sidney Road, Stockwell",830,51.469202,-0.11902256,27,Westminster
779,"St John's Crescent, Brixton",831,51.466232,-0.11317995,25,Westminster
780,"Ferndale Road, Brixton. ",832,51.464019,-0.11578197,30,Westminster
781,"Saltoun Road, Brixton",833,51.460232,-0.11537509,42,Westminster
782,"Farringdon Street, Holborn",835,51.516785,-0.10494775,25,City of London
783,"York Way, Kings Cross",836,51.541596000000006,-0.12544145,24,Camden
784,"Fore Street Avenue, Guildhall",838,51.518093,-0.09140169999999999,25,City of London
785,"Sea Containers, South Bank",839,51.508033000000005,-0.10682363,30,Southwark
