,Actual,Day,Predicted
1212,396,1213,371.3246704983722
1213,381,1214,385.8707601999814
1214,409,1215,396.92367956107324
1215,366,1216,324.5304859634317
1216,81,1217,121.66465575585343
1217,112,1218,243.5820483055084
1218,396,1219,345.18968815934545
1219,388,1220,369.4422093589673
1220,372,1221,370.8465277897042
1221,286,1222,378.49496404762175
1222,272,1223,309.8324729087221
1223,72,1224,129.72759405830436
1224,87,1225,52.699238870138714
1225,86,1226,319.06487229819925
1226,299,1227,353.73297062395625
1227,330,1228,373.9389218083637
1228,356,1229,376.79375106263086
1229,279,1230,327.3821773123725
1230,88,1231,124.47300534719695
1231,94,1232,236.05879746901124
1232,360,1233,339.24959459747527
1233,346,1234,372.70963385976484
1234,357,1235,392.1957797204216
1235,389,1236,396.46427441715844
1236,317,1237,355.40685844775754
1237,90,1238,129.71953270056895
1238,90,1239,251.72117004062233
1239,379,1240,356.81325113731737
1240,374,1241,375.31624587941263
1241,374,1242,394.5191139306943
1242,382,1243,395.22434552355185
1243,324,1244,357.58612328644864
1244,79,1245,138.81590514743172
1245,101,1246,298.35249977074164
1246,406,1247,352.21028702807723
1247,388,1248,381.3318536521676
1248,392,1249,389.3595503705746
1249,374,1250,405.12665452801457
1250,359,1251,360.7022620236757
1251,92,1252,130.13668591910522
1252,89,1253,201.29446380796603
1253,360,1254,359.61983107236523
1254,387,1255,380.7885587149666
1255,377,1256,395.10919198117864
1256,394,1257,399.7645255312834
1257,320,1258,361.74649292527255
1258,80,1259,167.69726323501467
1259,102,1260,269.35400267068866
1260,383,1261,359.926781364236
1261,374,1262,381.5423761068725
1262,391,1263,394.8528613237894
1263,395,1264,407.0959094969776
1264,343,1265,360.1687870411951
1265,80,1266,151.90306816084913
1266,108,1267,246.00445687779435
1267,378,1268,357.8035848013577
1268,398,1269,378.894289463748
1269,387,1270,394.1832236784244
1270,394,1271,401.8680022966054
1271,322,1272,363.9204710964469
1272,91,1273,136.37657405704593
1273,90,1274,213.60362811924094
1274,361,1275,358.9500843619764
1275,423,1276,379.1457886757421
1276,394,1277,398.9546838901005
1277,395,1278,406.9183890834149
1278,319,1279,375.3859936429585
1279,104,1280,148.79495338913912
1280,103,1281,247.69318556075248
1281,382,1282,358.93812457692036
1282,360,1283,382.7654100097422
1283,397,1284,399.72172322552944
1284,377,1285,410.58682392248033
1285,274,1286,379.17574235720235
1286,91,1287,91.48291099772659
