Actual,Day,Predicted
374,429,277.798555110257
267,430,279.913940405317
336,431,288.992410683986
310,432,283.340859905275
81,433,67.6279617480877
72,434,67.3544046496983
380,435,328.313795747024
365,436,290.066096786502
359,437,342.705286963372
369,438,330.590755661389
273,439,261.028226394584
80,440,64.0499169088351
80,441,75.7641398896836
379,442,313.347999649791
362,443,372.470519100872
363,444,337.323996647515
342,445,256.101774186631
72,446,160.457149830334
53,447,47.3541414748772
36,448,34.5850978535345
55,449,256.734286411108
296,450,300.280003523817
343,451,346.716777427573
361,452,327.037205924901
300,453,308.653679740095
74,454,83.4494827913272
89,455,73.9632946844962
339,456,282.471975237888
337,457,322.046473746936
324,458,314.730584598452
312,459,302.256210758504
298,460,296.096635015789
74,461,67.4296684729393
68,462,85.0549249543658
368,463,287.318003524176
352,464,360.571213643761
376,465,384.168115160006
377,466,323.348118762832
196,467,238.254043708771
66,468,67.4594288255109
92,469,82.3398789592259
344,470,358.450698267664
404,471,380.113411922714
424,472,398.926312059768
440,473,331.530187422848
312,474,270.742119326657
72,475,66.8726665242293
52,476,76.5241003154955
344,477,311.723834295072
377,478,349.501453616845
374,479,379.651753644289
401,480,343.692859537248
319,481,306.634660340121
90,482,76.5086492871269
66,483,80.5729977484249
67,484,297.861922091774
380,485,383.233221170092
437,486,419.475857893693
410,487,404.879088015958
368,488,357.301357556884
111,489,107.914498778321
118,490,119.564028308952
404,491,295.157876002929
263,492,266.3812559514
351,493,342.727280276344
399,494,386.788604239836
382,495,291.023678495243
84,496,83.2543360778129
104,497,101.611987346304
416,498,360.11435596749
400,499,338.299356398865
338,500,323.17551694233
385,501,391.771629042624
385,502,312.945472125767
89,503,75.4095836753102
90,504,96.0156279138293
369,505,361.367161523358
431,506,367.386268623323
398,507,357.268551235934
394,508,408.03837734768
387,509,319.133930911161
84,510,88.8553285642383
103,511,68.6882089202896
70,512,245.39724990351
163,513,259.609436029971
325,514,309.060352472364
341,515,320.118484493775
319,516,301.439447921339
91,517,81.3891255449253
133,518,102.876752257607
395,519,367.747482305849
376,520,378.003774883415
391,521,386.829665872311
395,522,407.310879928637
392,523,345.781734303797
101,524,98.1558153570797
55,525,83.0231767766862
350,526,301.761494223826
338,527,350.185649843445
392,528,377.285041020751
373,529,330.929171769962
298,530,303.12154524471
85,531,87.7179050586684
103,532,82.7259421431272
169,533,298.532495986987
376,534,376.838772024703
374,535,311.890723565261
314,536,318.530227524826
334,537,337.186695859809
92,538,92.1586492439666
104,539,96.0509734451493
369,540,358.18980129414
391,541,355.377399416498
370,542,359.556716457041
391,543,333.987692338004
296,544,301.890303227517
73,545,88.989967728957
105,546,98.0692694303624
380,547,363.446249221442
436,548,390.234443265926
425,549,420.354725618784
406,550,392.788578706613
355,551,323.172173311983
88,552,96.1774729939891
106,553,89.4278365505889
365,554,325.996108788257
372,555,309.162593395923
353,556,401.04718859022
410,557,391.15061695741
351,558,323.67479628778
84,559,97.7788690492898
97,560,104.711004141115
384,561,401.099467345976
397,562,414.633879425638
403,563,406.625136541352
408,564,368.703228402884
312,565,309.215883701014
89,566,115.270187274766
116,567,99.6946275708812
353,568,371.570979074391
399,569,321.274830052529
274,570,351.897241780242
350,571,359.008101167064
309,572,324.369535207318
112,573,105.218063088961
156,574,103.705013618745
313,575,292.321683267196
313,576,323.777925943271
356,577,377.089691316698
367,578,353.553551118344
319,579,345.91852547187
133,580,111.784329552783
130,581,97.0313067931736
350,582,358.084302999196
380,583,376.935426140535
374,584,376.921117206976
351,585,370.704721091828
335,586,341.630851170306
98,587,103.803806471284
112,588,110.947345693404
372,589,369.57875228855
389,590,363.473860264536
361,591,404.655354280825
384,592,354.507907814396
221,593,272.89901779718
63,594,90.4726737310215
100,595,89.5156740997828
347,596,329.215429206887
366,597,383.47549865465
343,598,403.499713032641
362,599,336.433490732764
264,600,355.741615469046
93,601,103.362293937646
77,602,72.5008670208559
90,603,367.111129757396
384,604,414.42144092086
381,605,407.528356038554
375,606,406.092490128551
367,607,308.321608706461
61,608,71.5353491093304
106,609,113.524024554718
414,610,371.20309084154
393,611,428.253122578873
402,612,420.214344113098
386,613,352.968144069397
169,614,276.641290767984
77,615,76.2824242186017
85,616,91.3083853552346
370,617,359.102507232522
385,618,373.55424412808
407,619,402.790172303301
383,620,392.620587449913
385,621,365.28998639107
111,622,99.8041961077454
101,623,94.1729622647047
371,624,341.782973274542
376,625,369.701022215301
412,626,393.641671179632
398,627,380.930195952356
374,628,316.044421234443
60,629,72.116387174879
82,630,87.1318650349062
403,631,399.5985097097
423,632,366.534739815582
389,633,397.789764012199
383,634,383.295328930623
339,635,315.168595515682
79,636,76.3601229264102
87,637,87.0484180252227
399,638,351.033637869753
399,639,372.959687720653
357,640,334.84312788111
324,641,372.539093951037
361,642,343.654514969673
83,643,72.7683340778798
62,644,71.4697274448858
345,645,352.312790500553
370,646,365.800148925488
383,647,372.787894665785
368,648,349.784974612245
338,649,305.456209530187
90,650,70.9249741188511
89,651,78.2783436908849
342,652,335.663997616566
365,653,344.653839214706
381,654,346.242449017476
361,655,346.408420909662
311,656,312.057804374508
56,657,71.885206406427
78,658,74.1359808534474
372,659,341.077889436449
391,660,339.186688739036
393,661,420.446267397859
412,662,366.778551957963
307,663,270.349051705477
63,664,43.0930666339795
51,665,53.2579137051274
283,666,331.514819800186
386,667,274.251811404271
179,668,333.242367479755
355,669,373.966671593117
335,670,293.350221602456
37,671,55.9906671840962
54,672,59.666434943603
323,673,318.227113658483
351,674,355.247568612918
382,675,368.081717889491
374,676,338.109575064043
325,677,279.32360357496
53,678,50.2677756859918
39,679,52.5874856123126
302,680,313.907915053112
365,681,351.422841227613
367,682,358.022722544778
390,683,354.211769902603
340,684,310.832685066774
77,685,52.8569772619393
60,686,57.3799255594595
327,687,381.244982659575
372,688,371.070308316851
380,689,384.585600428515
366,690,379.858029362061
312,691,288.561176300148
66,692,46.9880226724086
61,693,68.309567706345
357,694,305.29995857345
365,695,353.210359457408
376,696,390.914179875283
388,697,360.612193247443
344,698,212.02955633544
34,699,51.3315033700395
60,700,56.4696941891989
367,701,317.235140906299
357,702,370.191477961352
382,703,394.972264253853
371,704,339.367290301648
316,705,264.275725177588
44,706,56.756258131122
57,707,56.8684229919292
321,708,304.742476244276
340,709,261.288018989473
267,710,228.001934168442
243,711,323.11058928475
127,712,113.367785730346
17,713,51.0428498011794
80,714,34.6800569446405
38,715,61.1953009758419
49,716,177.830557417235
73,717,176.433866746256
77,718,246.919227393843
68,719,146.52895667513
22,720,37.6195863362115
20,721,32.5725357202455
34,722,173.940407854446
221,723,328.514606463241
326,724,342.511222357585
335,725,338.438358522994
288,726,268.43458690163
59,727,51.442387970924
43,728,71.4927343008606
575,729,314.279087137996
372,730,338.192790576001
359,731,354.63036623915
328,732,284.966338830256
253,733,200.791938600931
23,734,35.8882365225124
29,735,36.4065724921587
252,736,319.296174493021
393,737,366.689625063115
354,738,378.167348223861
358,739,351.1979741601
297,740,255.965157434693
38,741,58.4834475687798
58,742,47.8728066487341
359,743,303.694006032756
361,744,336.420106060266
363,745,321.912804737343
353,746,310.994085661763
295,747,285.935924579017
70,748,50.4362498326529
39,749,45.7201885129111
360,750,277.295656776563
300,751,292.676089831897
315,752,325.862310286858
357,753,325.615522920147
304,754,258.619744173914
56,755,49.5316373599308
46,756,51.414972652363
367,757,326.23379207487
378,758,361.535005487037
369,759,323.018397652524
321,760,290.476262644957
244,761,233.935604944422
45,762,24.9039938486659
38,763,29.0547881242572
309,764,266.496726180165
328,765,349.539701722721
335,766,304.926814595537
309,767,334.029165711582
289,768,307.032396450213
63,769,59.4330792701609
67,770,68.2171006645645
362,771,332.589333971957
366,772,349.30778180667
383,773,316.576226239905
306,774,327.704912012661
275,775,309.41547767477
37,776,47.4425353488446
55,777,43.0835395102095
315,778,284.235469144235
358,779,333.209360038894
339,780,321.424960224943
351,781,326.532947869389
227,782,267.02593626003
92,783,54.7647404153333
32,784,50.1407786797896
358,785,334.025336406945
361,786,302.974384138526
312,787,311.185758410475
343,788,352.063679548773
317,789,277.12445146751
81,790,72.9450586487374
56,791,79.4018483740502
406,792,367.010179979851
379,793,288.657593675763
328,794,303.861442280215
359,795,322.591490948438
315,796,277.091530592414
71,797,76.3639093677617
76,798,73.2863231473931
381,799,286.855721884824
367,800,326.038453730946
358,801,330.823045651836
356,802,364.352345023925
315,803,293.019179383281
65,804,72.1181655062919
87,805,82.63925027086
374,806,320.679759242742
374,807,327.505582269105
365,808,388.531496867386
392,809,372.212496113286
316,810,335.707999545563
91,811,91.8459503307512
110,812,105.525145199397
365,813,329.188767938538
381,814,339.825927882249
340,815,315.662297480271
288,816,289.711634014746
51,817,308.168798059831
58,818,75.6035663004045
63,819,61.6759410401547
61,820,322.191712661633
370,821,364.538763641777
378,822,387.213460875853
380,823,363.965666563359
325,824,305.693508563009
66,825,83.3176529601802
71,826,91.7686459850203
379,827,321.716620041533
374,828,356.500618284223
366,829,332.4769008174
363,830,331.839582344668
299,831,304.156615343693
64,832,86.0207265277092
57,833,70.1443765729082
57,834,303.262008401738
401,835,352.887760482597
364,836,314.458398970211
351,837,337.4693193308
339,838,314.360049676808
81,839,66.7135425197125
78,840,78.8406345567707
374,841,316.339845698014
366,842,376.585830982604
423,843,396.738788457542
399,844,351.990999028909
338,845,273.675996750767
81,846,83.6269467573739
79,847,81.0012138754496
310,848,328.602942010482
404,849,295.972979480103
293,850,289.964129391408
344,851,307.796581558981
270,852,297.026790300066
82,853,76.2106875728738
84,854,97.2129676243842
404,855,396.318813831019
421,856,361.755663702778
406,857,408.155841777729
421,858,379.883394304242
346,859,343.262970676992
71,860,86.4693657428101
77,861,77.286916414335
73,862,328.414583360369
380,863,365.347518022367
387,864,373.040613552961
376,865,371.865748022258
296,866,334.511505678018
93,867,95.3959419538077
84,868,93.9345367830675
389,869,258.05546785243
152,870,338.744238879319
390,871,394.297681261391
369,872,331.453662753612
321,873,324.869382421752
94,874,92.3986461845557
94,875,92.171793783906
388,876,360.856542897103
406,877,404.613044384582
438,878,427.91734710943
458,879,405.299434654659
377,880,342.398051227772
96,881,103.133327843172
88,882,119.263926166014
398,883,409.000620102207
412,884,410.203663757162
401,885,409.279373212561
421,886,374.08941854822
349,887,330.894976711087
73,888,82.1472821671681
97,889,91.2516742288789
389,890,353.926546677571
340,891,345.666109198137
373,892,336.903001338164
381,893,396.286728476563
366,894,352.320552149898
121,895,93.9074246591831
118,896,100.536091587491
359,897,368.803973218043
404,898,401.585247757814
438,899,444.03373107648
417,900,390.590810673627
341,901,372.4819726895
103,902,107.387575616699
110,903,111.682868917576
399,904,372.154110573442
359,905,312.696701536125
355,906,389.013598767408
436,907,391.570630827448
321,908,341.482314052714
86,909,87.7886909221775
83,910,97.3914913974334
418,911,409.738722377215
401,912,405.665909239852
402,913,360.529846431181
393,914,358.777503752403
318,915,311.740097977592
59,916,65.7037378146438
90,917,76.0313007332104
337,918,346.847541627459
414,919,362.437798662871
347,920,339.79499478487
358,921,344.665150387667
296,922,299.123519456945
61,923,82.7907352856264
95,924,85.1951019099156
363,925,328.017483603364
301,926,307.562088159294
240,927,288.322650841216
301,928,339.266415220659
289,929,332.090618624889
87,930,90.2779752759176
110,931,92.8845093815597
347,932,341.896353022283
387,933,282.878363968561
166,934,333.819049390051
376,935,373.74152270268
334,936,347.895345949985
79,937,89.4859250581816
119,938,105.418215762631
357,939,380.875794181691
403,940,385.237705177155
379,941,318.985242987927
221,942,325.549756979662
245,943,325.758496770653
104,944,85.8380777983654
99,945,75.6864162266055
267,946,289.583237882351
352,947,340.208336335151
321,948,337.654148670925
343,949,345.392385310096
253,950,262.80486193089
80,951,106.070653417587
89,952,100.743407206919
134,953,358.347973020356
368,954,344.363605153472
320,955,305.089935609227
345,956,375.763949741799
326,957,374.643793508377
91,958,96.1342252960124
71,959,76.9458067223969
337,960,323.768655375705
362,961,340.490261477285
363,962,398.394432231675
381,963,335.336073038149
191,964,278.685594674201
73,965,72.7256077111256
62,966,68.0353447660175
335,967,339.186429569031
369,968,365.382753685181
391,969,396.585994863819
390,970,342.512494059568
307,971,312.435332003696
65,972,70.5309133529168
76,973,79.3123171906918
367,974,348.213086701765
419,975,371.062637605388
378,976,396.829320771954
402,977,366.337440147764
353,978,362.15861625157
95,979,87.2092508587871
79,980,90.3657541815828
307,981,339.365740223776
428,982,369.404483868847
396,983,383.358045237186
401,984,334.010384848068
267,985,301.055463686348
73,986,79.3541462427358
72,987,66.6774013768105
371,988,357.447900822325
375,989,386.727593832435
405,990,359.665515345377
334,991,377.524035603917
336,992,325.829452449308
67,993,72.2822811444106
92,994,80.9546875510434
374,995,364.04552654879
418,996,357.131362036973
369,997,378.749587264281
404,998,374.503029205092
350,999,311.979960345547
92,1000,71.7338925050189
99,1001,73.318017829937
361,1002,386.175289520004
392,1003,331.97846466825
294,1004,327.717543291227
354,1005,324.610308105312
308,1006,301.956732175745
62,1007,63.6205012510584
95,1008,66.1474124898251
314,1009,299.643061991721
337,1010,323.466653681763
330,1011,343.885851821624
319,1012,292.290827208286
285,1013,317.89835250214
80,1014,70.7347991237069
73,1015,69.6939060753773
353,1016,364.862282019247
384,1017,375.905507778699
390,1018,380.405898199181
384,1019,348.46099953725
294,1020,292.372825497383
65,1021,61.6752200038514
87,1022,56.9517235439622
339,1023,353.627993161562
359,1024,320.502560702795
353,1025,374.640130485714
386,1026,350.917968204786
283,1027,268.021652814004
59,1028,44.7056709595486
53,1029,62.0992290696668
369,1030,377.52610648889
390,1031,376.314175827298
379,1032,353.497479737642
405,1033,353.777588104819
319,1034,313.239473567856
54,1035,53.1704022956915
69,1036,64.0883765050502
343,1037,351.521279614275
406,1038,349.11861479862
363,1039,383.107096568205
368,1040,326.303744509526
223,1041,198.522741211246
29,1042,33.5845416367693
46,1043,48.8624929543782
298,1044,329.676132293224
378,1045,332.215867250189
349,1046,343.231475069531
342,1047,305.055287405738
235,1048,211.964954791638
68,1049,42.6938339634096
46,1050,56.4101922000812
370,1051,365.336490504756
388,1052,220.628132613953
189,1053,357.866499310529
316,1054,304.097517091836
263,1055,195.866814849438
52,1056,32.1782931729365
24,1057,23.3094827092008
46,1058,91.5996876700712
279,1059,274.595686305212
281,1060,250.783145202226
297,1061,253.352638295745
231,1062,158.695049080126
36,1063,28.5891057659803
27,1064,38.4968316579476
331,1065,254.370359006289
313,1066,237.767139217499
267,1067,306.848450756483
233,1068,310.630969904326
151,1069,107.355372312492
35,1070,33.4934862112563
16,1071,36.2733854486724
58,1072,43.3889953670831
12,1073,54.0335503645945
40,1074,100.193304965981
65,1075,125.831839413484
36,1076,152.824294151294
42,1077,44.4798339225885
26,1078,33.1332882279044
27,1079,175.522452803046
237,1080,249.264840604116
250,1081,314.186658854886
192,1082,298.586718488408
264,1083,265.278280361881
32,1084,24.3151460192444
31,1085,47.2598101463443
354,1086,293.809688203238
354,1087,313.91417275937
342,1088,338.001911628525
329,1089,310.340622715095
258,1090,263.692963474484
34,1091,34.6223887842056
43,1092,49.0634338010243
224,1093,317.62569886019
376,1094,350.697220442988
360,1095,385.915883720578
377,1096,335.356290368008
290,1097,257.101537389868
30,1098,31.293210034877
31,1099,49.1979245391368
362,1100,360.37760126985
376,1101,300.246580997313
291,1102,307.35498722433
340,1103,351.614098323377
308,1104,283.233314933831
60,1105,35.0585134504911
60,1106,55.61348184597
345,1107,316.685550102213
366,1108,336.85183389576
328,1109,348.568537456464
355,1110,330.98071941891
259,1111,268.880477658458
40,1112,37.9610361065482
41,1113,48.427387573288
348,1114,318.252973203306
347,1115,345.65902739414
335,1116,368.887483028784
363,1117,317.419287978939
234,1118,248.75832297407
24,1119,25.550661973918
31,1120,40.3663563009639
296,1121,241.765160038073
264,1122,249.480471362614
253,1123,289.359533709186
288,1124,340.908132987658
254,1125,334.297356235332
59,1126,62.0152503869987
59,1127,48.7802767492921
268,1128,276.587264317493
322,1129,325.498588478022
334,1130,354.569610037694
327,1131,335.964561695312
279,1132,275.300537261811
48,1133,34.9436243381115
38,1134,50.0209639731664
317,1135,247.736378810856
291,1136,200.203383116394
62,1137,225.723952185017
106,1138,278.837734834992
101,1139,227.498216321568
18,1140,20.1180926723262
35,1141,40.3580458809481
365,1142,303.46057424662
358,1143,278.079258620316
218,1144,335.244221273328
355,1145,308.753330850422
287,1146,250.202038912105
53,1147,48.0829004488865
62,1148,39.8399911919903
288,1149,313.40604014529
382,1150,334.841608531541
354,1151,334.525595722647
286,1152,281.199918111567
308,1153,274.620495057539
30,1154,24.945428441654
17,1155,30.7211842292184
308,1156,313.175169930683
341,1157,345.416465539604
373,1158,366.76318624187
336,1159,316.931818327843
290,1160,297.221839328424
62,1161,44.9598923618315
59,1162,72.1290408961212
371,1163,290.939154135617
211,1164,260.015351462921
138,1165,260.644333958092
264,1166,237.610749366876
18,1167,237.245338339248
27,1168,44.4860037658218
30,1169,38.9213551105454
29,1170,233.809994514654
236,1171,285.703650235012
291,1172,303.246799582927
321,1173,354.979506728669
231,1174,319.245721276573
51,1175,62.5810473149239
40,1176,44.8407280067765
167,1177,251.973880242478
313,1178,259.941192105057
272,1179,289.938338538379
324,1180,275.092510484493
274,1181,241.17800127879
69,1182,77.2555106799088
57,1183,61.0926194048701
362,1184,341.688842102772
360,1185,376.634614901269
384,1186,416.373499533148
404,1187,391.751572853233
325,1188,357.348559630502
103,1189,90.8621897400859
95,1190,87.507828513295
371,1191,341.330815810009
381,1192,336.7997746412
352,1193,361.959154517819
391,1194,318.721897680806
201,1195,219.866434214635
39,1196,43.3357453810832
46,1197,28.8426547231889
177,1198,333.660118582123
384,1199,312.557853589135
237,1200,333.898479078017
387,1201,369.499424172207
306,1202,350.041055968703
106,1203,97.524975589947
88,1204,88.8498560621538
103,1205,388.863882016262
386,1206,398.123619190552
390,1207,399.919812263115
382,1208,362.560984088959
337,1209,310.651212476102
43,1210,60.9198947262328
67,1211,92.5447888111544
393,1212,393.523958099721
0,1213,0
0,1214,0
0,1215,0
0,1216,0
0,1217,0
0,1218,0
0,1219,0
0,1220,0
0,1221,0
0,1222,0
0,1223,0
0,1224,0
0,1225,0
0,1226,0
0,1227,0
0,1228,0
0,1229,0
0,1230,0
0,1231,0
0,1232,0
0,1233,0
