Day,Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
703,December,Winter,Wednesday,False,clear-day,partly-cloudy-day,0.87,0.95,2.23,2.13,49.61,50.41,382,371
704,December,Winter,Thursday,False,partly-cloudy-day,clear-day,0.91,0.87,2.44,2.23,49.03,49.61,371,316
705,December,Winter,Friday,False,fog,partly-cloudy-day,0.9,0.91,0.63,2.44,44.875,49.03,316,44
706,December,Winter,Saturday,False,fog,fog,0.97,0.9,0.44,0.63,44.505,44.875,44,57
707,December,Winter,Sunday,False,fog,fog,0.95,0.97,0.39,0.44,43.59,44.505,57,321
708,December,Winter,Monday,False,fog,fog,0.93,0.95,0.38,0.39,41.775,43.59,321,340
709,December,Winter,Tuesday,False,partly-cloudy-day,fog,0.86,0.93,1.29,0.38,40.67,41.775,340,267
710,December,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.86,3.59,1.29,44.925,40.67,267,243
711,December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.87,0.9,1.38,3.59,44.765,44.925,243,127
712,December,Winter,Friday,False,partly-cloudy-day,clear-day,0.9,0.87,4.49,1.38,45.475,44.765,127,17
713,December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.82,0.9,4.96,4.49,46.735,45.475,17,80
714,December,Winter,Sunday,True,partly-cloudy-day,clear-day,0.85,0.82,5.9,4.96,48.68,46.735,80,38
715,December,Winter,Monday,True,clear-day,partly-cloudy-day,0.79,0.85,3.46,5.9,37.995,48.68,38,49
716,December,Winter,Tuesday,True,clear-day,clear-day,0.87,0.79,0.35,3.46,37.085,37.995,49,73
717,December,Winter,Wednesday,False,fog,clear-day,0.93,0.87,0.59,0.35,35.505,37.085,73,77
718,December,Winter,Thursday,False,fog,fog,0.9,0.93,0.42,0.59,38.935,35.505,77,68
719,December,Winter,Friday,False,fog,fog,0.95,0.9,0.66,0.42,37.34,38.935,68,22
720,December,Winter,Saturday,False,fog,fog,0.95,0.95,1.71,0.66,44.06,37.34,22,20
721,January,Winter,Sunday,True,rain,fog,0.93,0.95,0.44,1.71,41.135,44.06,20,34
722,January,Winter,Monday,True,partly-cloudy-day,rain,0.89,0.93,2.37,0.44,34.925,41.135,34,221
723,January,Winter,Tuesday,True,clear-day,partly-cloudy-day,0.88,0.89,2.96,2.37,36.33,34.925,221,326
724,January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.8,0.88,3.12,2.96,35.85,36.33,326,335
725,January,Winter,Thursday,False,clear-day,partly-cloudy-day,0.85,0.8,0.45,3.12,35.085,35.85,335,288
726,January,Winter,Friday,False,fog,clear-day,0.91,0.85,1.62,0.45,40.625,35.085,288,59
727,January,Winter,Saturday,False,fog,fog,0.95,0.91,1.12,1.62,48.31,40.625,59,43
728,January,Winter,Sunday,False,partly-cloudy-day,fog,0.94,0.95,0.24,1.12,47.735,48.31,43,575
729,January,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.94,3.58,0.24,41.915,47.735,575,372
730,January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.92,2.84,3.58,44.925,41.915,372,359
731,January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.87,4.49,2.84,45.355,44.925,359,328
732,January,Winter,Thursday,False,rain,partly-cloudy-day,0.84,0.76,2.69,4.49,36.43,45.355,328,253
733,January,Winter,Friday,False,partly-cloudy-day,rain,0.8,0.84,6.13,2.69,33.485,36.43,253,23
734,January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.8,2.96,6.13,36.875,33.485,23,29
735,January,Winter,Sunday,False,rain,partly-cloudy-day,0.94,0.86,1.76,2.96,43.145,36.875,29,252
736,January,Winter,Monday,False,fog,rain,0.92,0.94,0.62,1.76,37.205,43.145,252,393
737,January,Winter,Tuesday,False,clear-day,fog,0.85,0.92,0.62,0.62,33.39,37.205,393,354
738,January,Winter,Wednesday,False,clear-day,clear-day,0.82,0.85,0.22,0.62,34.1,33.39,354,358
739,January,Winter,Thursday,False,clear-day,clear-day,0.83,0.82,1.14,0.22,35,34.1,358,297
740,January,Winter,Friday,False,clear-day,clear-day,0.79,0.83,1.7,1.14,34.605,35,297,38
741,January,Winter,Saturday,False,clear-day,clear-day,0.79,0.79,1.18,1.7,30.94,34.605,38,58
742,January,Winter,Sunday,False,fog,clear-day,0.88,0.79,0.2,1.18,34.64,30.94,58,359
743,January,Winter,Monday,False,fog,fog,0.93,0.88,0.32,0.2,36.02,34.64,359,361
744,January,Winter,Tuesday,False,fog,fog,0.88,0.93,0.54,0.32,39.9,36.02,361,363
745,January,Winter,Wednesday,False,fog,fog,0.95,0.88,1.07,0.54,32.55,39.9,363,353
746,January,Winter,Thursday,False,fog,fog,0.88,0.95,2.93,1.07,29.585,32.55,353,295
747,January,Winter,Friday,False,fog,fog,0.88,0.88,2.66,2.93,40.535,29.585,295,70
748,January,Winter,Saturday,False,partly-cloudy-day,fog,0.83,0.88,3.02,2.66,42.175,40.535,70,39
749,January,Winter,Sunday,False,rain,partly-cloudy-day,0.91,0.83,3.16,3.02,44.675,42.175,39,360
750,January,Winter,Monday,False,partly-cloudy-day,rain,0.93,0.91,0.97,3.16,42.265,44.675,360,300
751,January,Winter,Tuesday,False,rain,partly-cloudy-day,0.94,0.93,3.63,0.97,45.795,42.265,300,315
752,February,Winter,Wednesday,False,fog,rain,0.94,0.94,4.01,3.63,48.605,45.795,315,357
753,February,Winter,Thursday,False,partly-cloudy-day,fog,0.89,0.94,6.48,4.01,47.695,48.605,357,304
754,February,Winter,Friday,False,rain,partly-cloudy-day,0.84,0.89,4.92,6.48,43.91,47.695,304,56
755,February,Winter,Saturday,False,partly-cloudy-day,rain,0.88,0.84,0.73,4.92,43.025,43.91,56,46
756,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.92,0.88,1.86,0.73,36.705,43.025,46,367
757,February,Winter,Monday,False,rain,partly-cloudy-day,0.88,0.92,1.4,1.86,41.76,36.705,367,378
758,February,Winter,Tuesday,False,partly-cloudy-day,rain,0.87,0.88,0.32,1.4,44.385,41.76,378,369
759,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.87,2.02,0.32,36.515,44.385,369,321
760,February,Winter,Thursday,False,fog,partly-cloudy-day,0.87,0.88,3.36,2.02,32.215,36.515,321,244
761,February,Winter,Friday,False,fog,fog,0.91,0.87,3.4,3.36,31.99,32.215,244,45
762,February,Winter,Saturday,False,partly-cloudy-day,fog,0.91,0.91,3.71,3.4,32.225,31.99,45,38
763,February,Winter,Sunday,False,fog,partly-cloudy-day,0.91,0.91,4.19,3.71,35.71,32.225,38,309
764,February,Winter,Monday,False,clear-day,fog,0.84,0.91,5.79,4.19,40.255,35.71,309,328
765,February,Winter,Tuesday,False,clear-day,clear-day,0.82,0.84,3.23,5.79,48.96,40.255,328,335
766,February,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.91,0.82,2.19,3.23,47.805,48.96,335,309
767,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.91,2.85,2.19,48.485,47.805,309,289
768,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.85,1.32,2.85,48.1,48.485,289,63
769,February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.84,2.27,1.32,46.755,48.1,63,67
770,February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.86,2.57,2.27,51.39,46.755,67,362
771,February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.85,4.07,2.57,56.38,51.39,362,366
772,February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.86,4.84,4.07,53.845,56.38,366,383
773,February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.87,6.68,4.84,53.035,53.845,383,306
774,February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.85,8.66,6.68,43.655,53.035,306,275
775,February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.75,3.11,8.66,43.38,43.655,275,37
776,February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.7,5.81,3.11,47.575,43.38,37,55
777,February,Winter,Sunday,False,rain,partly-cloudy-day,0.86,0.84,6.69,5.81,48.295,47.575,55,315
778,February,Winter,Monday,False,rain,rain,0.88,0.86,5.19,6.69,39.275,48.295,315,358
779,February,Winter,Tuesday,False,partly-cloudy-day,rain,0.83,0.88,4.57,5.19,40.665,39.275,358,339
780,March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,4.1,4.57,41.795,40.665,339,351
781,March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.82,6.61,4.1,46.535,41.795,351,227
782,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.65,3.49,6.61,48.1,46.535,227,92
783,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.87,3.67,3.49,46.225,48.1,92,32
784,March,Spring,Sunday,False,rain,partly-cloudy-day,0.82,0.81,4.5,3.67,41.98,46.225,32,358
785,March,Spring,Monday,False,clear-day,rain,0.77,0.82,3.43,4.5,44.225,41.98,358,361
786,March,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.76,0.77,2.41,3.43,46.865,44.225,361,312
787,March,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.76,3.3,2.41,52.29,46.865,312,343
788,March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.88,2.9,3.3,52.445,52.29,343,317
789,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.72,2.31,2.9,51.52,52.445,317,81
790,March,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,1.49,2.31,54.925,51.52,81,56
791,March,Spring,Sunday,False,clear-day,partly-cloudy-day,0.85,0.83,0.87,1.49,48.415,54.925,56,406
792,March,Spring,Monday,False,clear-day,clear-day,0.72,0.85,2.2,0.87,52.345,48.415,406,379
793,March,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.84,0.72,3.12,2.2,52.32,52.345,379,328
794,March,Spring,Wednesday,False,rain,partly-cloudy-day,0.82,0.68,4.21,5.04,44.975,45.77,328,359
795,March,Spring,Thursday,False,partly-cloudy-day,rain,0.81,0.82,5.48,4.21,46.445,44.975,359,315
796,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.81,5.27,5.48,46.065,46.445,315,71
797,March,Spring,Saturday,False,clear-day,partly-cloudy-day,0.58,0.81,5.47,5.27,48.48,46.065,71,76
798,March,Spring,Sunday,False,partly-cloudy-day,clear-day,0.7,0.58,5.02,5.47,50.745,48.48,76,381
799,March,Spring,Monday,False,fog,partly-cloudy-day,0.8,0.7,2.75,5.02,50.41,50.745,381,367
800,March,Spring,Tuesday,False,fog,fog,0.8,0.8,2.44,2.75,57.225,50.41,367,358
801,March,Spring,Wednesday,False,partly-cloudy-day,fog,0.84,0.8,4.84,2.44,55.865,57.225,358,356
802,March,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.84,3.72,4.84,61.44,55.865,356,315
803,March,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.65,3.42,3.72,54.355,61.44,315,65
804,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.7,3.05,3.42,51.475,54.355,65,87
805,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.75,1.37,3.05,51.295,51.475,87,374
806,April,Spring,Monday,False,fog,partly-cloudy-day,0.76,0.75,2.17,1.37,54.695,51.295,374,374
807,April,Spring,Tuesday,False,partly-cloudy-day,fog,0.83,0.76,1.58,2.17,49.94,54.695,374,365
808,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.83,3.4,1.58,49.245,49.94,365,392
809,April,Spring,Thursday,False,clear-day,partly-cloudy-day,0.68,0.7,1.1,3.4,51.77,49.245,392,316
810,April,Spring,Friday,False,clear-day,clear-day,0.71,0.68,1.06,1.1,51.7,51.77,316,91
811,April,Spring,Saturday,False,fog,clear-day,0.7,0.71,1.24,1.06,57.305,51.7,91,110
812,April,Spring,Sunday,False,clear-day,fog,0.63,0.7,2.5,1.24,61.43,57.305,110,365
813,April,Spring,Monday,False,partly-cloudy-day,clear-day,0.63,0.63,3.78,2.5,49.05,61.43,365,381
814,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.63,2.56,3.78,51.655,49.05,381,340
815,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.65,3.86,2.56,52.455,51.655,340,288
816,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.7,2.9,3.86,51.24,52.455,288,51
817,April,Spring,Friday,True,partly-cloudy-day,partly-cloudy-day,0.66,0.63,2.93,2.9,53.895,51.24,51,58
818,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.66,3.71,2.93,50.285,53.895,58,63
819,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.64,3.09,3.71,51.62,50.285,63,61
820,April,Spring,Monday,True,partly-cloudy-day,partly-cloudy-day,0.72,0.66,2.64,3.09,46.4,51.62,61,370
821,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.72,3.55,2.64,44.805,46.4,370,378
822,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.61,0.63,1.26,3.55,48.805,44.805,378,380
823,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.61,1.89,1.26,52.74,48.805,380,325
824,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.67,2.17,1.89,53.785,52.74,325,66
825,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.73,1.64,2.17,52.22,53.785,66,71
826,April,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.7,1.54,1.64,51.81,52.22,71,379
827,April,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.67,2.53,1.54,45.455,51.81,379,374
828,April,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.57,0.75,4,2.53,42.395,45.455,374,366
829,April,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.57,4.09,4,38.56,42.395,366,363
830,April,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,2.62,4.09,47.925,38.56,363,299
831,April,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.76,1.29,2.62,48.285,47.925,299,64
832,April,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.74,1.9,1.29,53.47,48.285,64,57
833,April,Spring,Sunday,False,clear-day,partly-cloudy-day,0.59,0.66,4.75,1.9,54.345,53.47,57,57
834,May,Spring,Monday,True,partly-cloudy-day,clear-day,0.83,0.59,2.62,4.75,48.115,54.345,57,401
835,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.83,2.39,2.62,52.525,48.115,401,364
836,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.76,5.03,2.39,49.195,52.525,364,351
837,May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.85,5.19,5.03,50.44,49.195,351,339
838,May,Spring,Friday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.81,5.78,5.19,53.025,50.44,339,81
839,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.71,4.67,5.78,53,53.025,81,78
840,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.76,3.48,4.67,52.89,53,78,374
841,May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,5.1,3.48,48.125,52.89,374,366
842,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.73,2.51,5.1,47.44,48.125,366,423
843,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.68,2.18,2.51,53.31,47.44,423,399
844,May,Spring,Thursday,False,fog,partly-cloudy-day,0.72,0.68,2.69,2.18,61.32,53.31,399,338
845,May,Spring,Friday,False,fog,fog,0.83,0.72,3.26,2.69,58.805,61.32,338,81
846,May,Spring,Saturday,False,partly-cloudy-day,fog,0.73,0.83,3.98,3.26,58.475,58.805,81,79
847,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,3.33,3.98,58.045,58.475,79,310
848,May,Spring,Monday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.69,3.79,3.33,62.42,58.045,310,404
849,May,Spring,Tuesday,False,rain,partly-cloudy-day,0.76,0.83,4.04,3.79,67.17,62.42,404,293
850,May,Spring,Wednesday,False,rain,rain,0.93,0.76,0.33,4.04,57.615,67.17,293,344
851,May,Spring,Thursday,False,rain,rain,0.84,0.93,1.27,0.33,55.74,57.615,344,270
852,May,Spring,Friday,False,partly-cloudy-day,rain,0.84,0.84,1.82,1.27,51.235,55.74,270,82
853,May,Spring,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.84,3.52,1.82,53.675,51.235,82,84
854,May,Spring,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.77,2.31,3.52,59.365,53.675,84,404
855,May,Spring,Monday,False,clear-day,partly-cloudy-day,0.64,0.71,2.37,2.31,64.37,59.365,404,421
856,May,Spring,Tuesday,False,partly-cloudy-day,clear-day,0.75,0.64,2.54,2.37,62.025,64.37,421,406
857,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.75,0.64,2.54,66.23,62.025,406,421
858,May,Spring,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.7,1.9,0.64,66.125,66.23,421,346
859,May,Spring,Friday,False,clear-day,partly-cloudy-day,0.65,0.69,3.44,1.9,69.38,66.125,346,71
860,May,Spring,Saturday,False,partly-cloudy-day,clear-day,0.73,0.65,3.22,3.44,63.085,69.38,71,77
861,May,Spring,Sunday,False,rain,partly-cloudy-day,0.77,0.73,0.2,3.22,65.855,63.085,77,73
862,May,Spring,Monday,True,partly-cloudy-day,rain,0.86,0.77,0.77,0.2,64.845,65.855,73,380
863,May,Spring,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.86,3.84,0.77,61.195,64.845,380,387
864,May,Spring,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.77,0.7,3.84,62.175,61.195,387,376
865,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.76,1.78,0.7,65.625,62.175,376,296
866,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.68,0.17,1.78,67.61,65.625,296,93
867,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.75,3.18,0.17,59.875,67.61,93,84
868,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.68,0.68,3.92,3.18,59.62,59.875,84,389
869,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.68,5.54,3.92,57.255,59.62,389,152
870,June,Summer,Tuesday,False,rain,partly-cloudy-day,0.81,0.79,6.71,5.54,56.165,57.255,152,390
871,June,Summer,Wednesday,False,partly-cloudy-day,rain,0.68,0.81,6.71,6.71,61.475,56.165,390,369
872,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.68,6.09,6.71,59.185,61.475,369,321
873,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,4,6.09,62.095,59.185,321,94
874,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.77,5.09,4,67.505,62.095,94,94
875,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.71,0.71,5.33,5.09,63.385,67.505,94,388
876,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.71,4.81,5.33,58.415,63.385,388,406
877,June,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.69,0.78,4.81,64.2,58.415,406,438
878,June,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.69,2.36,0.78,67.485,64.2,438,458
879,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.63,3.72,2.36,63.92,67.485,458,377
880,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.65,3.69,3.72,66.335,63.92,377,96
881,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.67,1.44,3.69,73.76,66.335,96,88
882,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.69,0.47,1.44,75.36,73.76,88,398
883,June,Summer,Monday,False,clear-day,partly-cloudy-day,0.64,0.64,1.15,0.47,75.35,75.36,398,412
884,June,Summer,Tuesday,False,clear-day,clear-day,0.68,0.64,2.33,1.15,73.525,75.35,412,401
885,June,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.69,0.68,2.01,2.33,79.03,73.525,401,421
886,June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.69,3.8,2.01,64.835,79.03,421,349
887,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,4.98,3.8,68.27,64.835,349,73
888,June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.69,4.68,4.98,65.21,68.27,73,97
889,June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.78,4.64,4.68,63.005,65.21,97,389
890,June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.57,0.74,1.37,4.64,66.91,63.005,389,340
891,June,Summer,Tuesday,False,rain,partly-cloudy-day,0.77,0.57,2.49,1.37,63.785,66.91,340,373
892,June,Summer,Wednesday,False,cloudy,rain,0.89,0.77,3.33,2.49,57.65,63.785,373,381
893,June,Summer,Thursday,False,partly-cloudy-day,cloudy,0.78,0.89,2.24,3.33,59.86,57.65,381,366
894,June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.78,2.29,2.24,64.12,59.86,366,121
895,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,3.95,2.29,65.28,64.12,121,118
896,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,3.32,3.95,65.96,65.28,118,359
897,July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.63,3.07,3.32,64.69,65.96,359,404
898,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,1.81,3.07,66.055,64.69,404,438
899,July,Summer,Wednesday,False,clear-day,partly-cloudy-day,0.65,0.7,0.91,1.81,72.745,66.055,438,417
900,July,Summer,Thursday,False,partly-cloudy-day,clear-day,0.64,0.65,2.25,0.91,75.25,72.745,417,341
901,July,Summer,Friday,False,clear-day,partly-cloudy-day,0.62,0.64,2.87,2.25,73.8,75.25,341,103
902,July,Summer,Saturday,False,partly-cloudy-day,clear-day,0.62,0.62,2.18,2.87,70.75,73.8,103,110
903,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.62,2.19,2.18,70.71,70.75,110,399
904,July,Summer,Monday,False,clear-day,partly-cloudy-day,0.65,0.66,2.92,2.19,67.84,70.71,399,359
905,July,Summer,Tuesday,False,rain,clear-day,0.81,0.65,2.71,2.92,61.825,67.84,359,355
906,July,Summer,Wednesday,True,rain,rain,0.77,0.81,3.54,2.71,61.57,61.825,355,436
907,July,Summer,Thursday,False,partly-cloudy-day,rain,0.65,0.77,1.19,3.54,64.845,61.57,436,321
908,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.65,3.13,1.19,63.6,64.845,321,86
909,July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.67,3.21,3.13,67.705,63.6,86,83
910,July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.77,3.01,3.21,68.025,67.705,83,418
911,July,Summer,Monday,False,clear-day,partly-cloudy-day,0.59,0.79,2.15,3.01,69.69,68.025,418,401
912,July,Summer,Tuesday,False,clear-day,clear-day,0.68,0.59,3.88,2.15,71.73,69.69,401,402
913,July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.85,0.68,2.27,3.88,68.09,71.73,402,393
914,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.85,3.51,2.27,61.45,68.09,393,318
915,July,Summer,Friday,False,rain,partly-cloudy-day,0.68,0.76,5.05,3.51,63.71,61.45,318,59
916,July,Summer,Saturday,False,rain,rain,0.87,0.68,2.23,5.05,58.305,63.71,59,90
917,July,Summer,Sunday,False,fog,rain,0.85,0.87,2.21,2.23,61.105,58.305,90,337
918,July,Summer,Monday,False,partly-cloudy-day,fog,0.87,0.85,3.48,2.21,59.93,61.105,337,414
919,July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.87,2.27,3.48,64.785,59.93,414,347
920,July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.76,3.45,2.27,63.94,64.785,347,358
921,July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.87,3.84,3.45,62.92,63.94,358,296
922,July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.78,5.26,3.84,64.715,62.92,296,61
923,July,Summer,Saturday,False,clear-day,partly-cloudy-day,0.83,0.81,2.98,5.26,63.475,64.715,61,95
924,July,Summer,Sunday,False,partly-cloudy-day,clear-day,0.79,0.83,3.77,2.98,62.085,63.475,95,363
925,July,Summer,Monday,False,clear-day,partly-cloudy-day,0.72,0.79,3.45,3.77,62.78,62.085,363,301
926,August,Summer,Tuesday,False,partly-cloudy-day,clear-day,0.73,0.72,3.03,3.45,65,62.78,301,240
927,August,Summer,Wednesday,False,rain,partly-cloudy-day,0.86,0.73,4.69,3.03,62.47,65,240,301
928,August,Summer,Thursday,False,partly-cloudy-day,rain,0.8,0.86,6.57,4.69,64.215,62.47,301,289
929,August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.8,4.56,6.57,64.12,64.215,289,87
930,August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.72,1.86,4.56,58.825,64.12,87,110
931,August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.73,2.9,1.86,62.885,58.825,110,347
932,August,Summer,Monday,True,partly-cloudy-day,partly-cloudy-day,0.82,0.72,2.43,2.9,62.82,62.885,347,387
933,August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.82,2.36,2.43,59.475,62.82,387,166
934,August,Summer,Wednesday,False,rain,partly-cloudy-day,0.91,0.85,3.44,2.36,56.67,59.475,166,376
935,August,Summer,Thursday,False,partly-cloudy-day,rain,0.78,0.91,3.96,3.44,58.705,56.67,376,334
936,August,Summer,Friday,False,clear-day,partly-cloudy-day,0.76,0.78,3.17,3.96,66.385,58.705,334,79
937,August,Summer,Saturday,False,partly-cloudy-day,clear-day,0.73,0.76,4.08,3.17,62.245,66.385,79,119
938,August,Summer,Sunday,False,clear-day,partly-cloudy-day,0.61,0.73,1.3,4.08,61.395,62.245,119,357
939,August,Summer,Monday,False,partly-cloudy-day,clear-day,0.69,0.61,1.87,1.3,67.015,61.395,357,403
