Month,Season,Weekday,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.65,0.63,3.72,2.36,63.92,67.485,458,377
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.65,3.69,3.72,66.33500000000001,63.92,377,96
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.67,1.44,3.69,73.75999999999998,66.33500000000001,96,88
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.64,0.69,0.47,1.44,75.36,73.75999999999998,88,398
June,Summer,Monday,False,clear-day,partly-cloudy-day,0.64,0.64,1.15,0.47,75.35,75.36,398,412
June,Summer,Tuesday,False,clear-day,clear-day,0.68,0.64,2.33,1.15,73.525,75.35,412,401
June,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.69,0.68,2.01,2.33,79.03,73.525,401,421
June,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.69,3.8,2.01,64.83500000000001,79.03,421,349
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.73,4.98,3.8,68.27000000000001,64.83500000000001,349,73
June,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.69,4.68,4.98,65.21000000000001,68.27000000000001,73,97
June,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.78,4.64,4.68,63.005,65.21000000000001,97,389
June,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.57,0.74,1.37,4.64,66.91,63.005,389,340
June,Summer,Tuesday,False,rain,partly-cloudy-day,0.77,0.57,2.49,1.37,63.785,66.91,340,373
June,Summer,Wednesday,False,cloudy,rain,0.89,0.77,3.33,2.49,57.65,63.785,373,381
June,Summer,Thursday,False,partly-cloudy-day,cloudy,0.78,0.89,2.24,3.33,59.86,57.65,381,366
June,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.78,2.29,2.24,64.12,59.86,366,121
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.73,3.95,2.29,65.28,64.12,121,118
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.63,0.73,3.32,3.95,65.96000000000001,65.28,118,359
July,Summer,Monday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.63,3.07,3.32,64.69,65.96000000000001,359,404
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.7,1.81,3.07,66.055,64.69,404,438
July,Summer,Wednesday,False,clear-day,partly-cloudy-day,0.65,0.7,0.91,1.81,72.745,66.055,438,417
July,Summer,Thursday,False,partly-cloudy-day,clear-day,0.64,0.65,2.25,0.91,75.25,72.745,417,341
July,Summer,Friday,False,clear-day,partly-cloudy-day,0.62,0.64,2.87,2.25,73.8,75.25,341,103
July,Summer,Saturday,False,partly-cloudy-day,clear-day,0.62,0.62,2.18,2.87,70.75,73.8,103,110
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.66,0.62,2.19,2.18,70.71,70.75,110,399
July,Summer,Monday,False,clear-day,partly-cloudy-day,0.65,0.66,2.92,2.19,67.84,70.71,399,359
July,Summer,Tuesday,False,rain,clear-day,0.81,0.65,2.71,2.92,61.825,67.84,359,355
July,Summer,Wednesday,True,rain,rain,0.77,0.81,3.54,2.71,61.57,61.825,355,436
July,Summer,Thursday,False,partly-cloudy-day,rain,0.65,0.77,1.19,3.54,64.845,61.57,436,321
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.67,0.65,3.13,1.19,63.6,64.845,321,86
July,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.67,3.21,3.13,67.70500000000001,63.6,86,83
July,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.77,3.01,3.21,68.025,67.70500000000001,83,418
July,Summer,Monday,False,clear-day,partly-cloudy-day,0.59,0.79,2.15,3.01,69.69,68.025,418,401
July,Summer,Tuesday,False,clear-day,clear-day,0.68,0.59,3.88,2.15,71.72999999999998,69.69,401,402
July,Summer,Wednesday,False,partly-cloudy-day,clear-day,0.85,0.68,2.27,3.88,68.09,71.72999999999998,402,393
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.85,3.51,2.27,61.45,68.09,393,318
July,Summer,Friday,False,rain,partly-cloudy-day,0.68,0.76,5.05,3.51,63.71,61.45,318,59
July,Summer,Saturday,False,rain,rain,0.87,0.68,2.23,5.05,58.305,63.71,59,90
July,Summer,Sunday,False,fog,rain,0.85,0.87,2.21,2.23,61.105,58.305,90,337
July,Summer,Monday,False,partly-cloudy-day,fog,0.87,0.85,3.48,2.21,59.93,61.105,337,414
July,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.87,2.27,3.48,64.785,59.93,414,347
July,Summer,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.76,3.45,2.27,63.94,64.785,347,358
July,Summer,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.87,3.84,3.45,62.92,63.94,358,296
July,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.78,5.26,3.84,64.715,62.92,296,61
July,Summer,Saturday,False,clear-day,partly-cloudy-day,0.83,0.81,2.98,5.26,63.475,64.715,61,95
July,Summer,Sunday,False,partly-cloudy-day,clear-day,0.79,0.83,3.77,2.98,62.08500000000001,63.475,95,363
July,Summer,Monday,False,clear-day,partly-cloudy-day,0.72,0.79,3.45,3.77,62.78,62.08500000000001,363,301
August,Summer,Tuesday,False,partly-cloudy-day,clear-day,0.73,0.72,3.03,3.45,65.0,62.78,301,240
August,Summer,Wednesday,False,rain,partly-cloudy-day,0.86,0.73,4.69,3.03,62.47,65.0,240,301
August,Summer,Thursday,False,partly-cloudy-day,rain,0.8,0.86,6.57,4.69,64.215,62.47,301,289
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.8,4.56,6.57,64.12,64.215,289,87
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.72,1.86,4.56,58.825,64.12,87,110
August,Summer,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.73,2.9,1.86,62.88500000000001,58.825,110,347
August,Summer,Monday,True,partly-cloudy-day,partly-cloudy-day,0.82,0.72,2.43,2.9,62.82000000000001,62.88500000000001,347,387
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.82,2.36,2.43,59.475,62.82000000000001,387,166
August,Summer,Wednesday,False,rain,partly-cloudy-day,0.91,0.85,3.44,2.36,56.67,59.475,166,376
August,Summer,Thursday,False,partly-cloudy-day,rain,0.78,0.91,3.96,3.44,58.705,56.67,376,334
August,Summer,Friday,False,clear-day,partly-cloudy-day,0.76,0.78,3.17,3.96,66.38499999999999,58.705,334,79
August,Summer,Saturday,False,partly-cloudy-day,clear-day,0.73,0.76,4.08,3.17,62.245,66.38499999999999,79,119
August,Summer,Sunday,False,clear-day,partly-cloudy-day,0.61,0.73,1.3,4.08,61.395,62.245,119,357
August,Summer,Monday,False,partly-cloudy-day,clear-day,0.69,0.61,1.87,1.3,67.015,61.395,357,403
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.69,1.97,1.87,62.84,67.015,403,379
August,Summer,Wednesday,False,rain,partly-cloudy-day,0.71,0.69,2.56,1.97,66.285,62.84,379,221
August,Summer,Thursday,False,partly-cloudy-day,rain,0.8,0.71,4.31,2.56,67.105,66.285,221,245
August,Summer,Friday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.8,4.41,4.31,61.65000000000001,67.105,245,104
August,Summer,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.69,0.77,5.08,4.41,58.925,61.65000000000001,104,99
August,Summer,Sunday,False,rain,partly-cloudy-day,0.75,0.69,2.41,5.08,63.19,58.925,99,267
August,Summer,Monday,False,fog,rain,0.91,0.75,1.48,2.41,64.82,63.19,267,352
August,Summer,Tuesday,False,partly-cloudy-day,fog,0.85,0.91,1.58,1.48,67.405,64.82,352,321
August,Summer,Wednesday,False,fog,partly-cloudy-day,0.82,0.85,1.63,1.58,62.77500000000001,67.405,321,343
August,Summer,Thursday,False,partly-cloudy-day,fog,0.77,0.82,2.03,1.63,60.965,62.77500000000001,343,253
August,Summer,Friday,False,clear-day,partly-cloudy-day,0.74,0.77,0.39,2.03,65.89500000000001,60.965,253,80
August,Summer,Saturday,False,partly-cloudy-day,clear-day,0.72,0.74,0.56,0.39,67.815,65.89500000000001,80,89
August,Summer,Sunday,False,clear-day,partly-cloudy-day,0.69,0.72,0.77,0.56,68.05,67.815,89,134
August,Summer,Monday,True,partly-cloudy-day,clear-day,0.72,0.69,1.01,0.77,72.14,68.05,134,368
August,Summer,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.72,1.22,1.01,66.83,72.14,368,320
August,Summer,Wednesday,False,rain,partly-cloudy-day,0.87,0.75,2.63,1.22,52.21,66.83,320,345
August,Summer,Thursday,False,partly-cloudy-day,rain,0.8,0.87,1.03,2.63,57.38,52.21,345,326
September,Autumn,Friday,False,clear-day,partly-cloudy-day,0.72,0.8,1.61,1.03,58.97,57.38,326,91
September,Autumn,Saturday,False,partly-cloudy-day,clear-day,0.72,0.72,0.28,1.61,60.58500000000001,58.97,91,71
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.72,3.27,0.28,60.425,60.58500000000001,71,337
September,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.9,0.83,2.91,3.27,66.6,60.425,337,362
September,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.9,4.0,2.91,60.435,66.6,362,363
September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.87,3.09,4.0,58.66,60.435,363,381
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.75,2.88,3.09,62.485,58.66,381,191
September,Autumn,Friday,False,rain,partly-cloudy-day,0.87,0.78,3.81,2.88,57.12000000000001,62.485,191,73
September,Autumn,Saturday,False,partly-cloudy-day,rain,0.82,0.87,2.52,3.81,55.9,57.12000000000001,73,62
September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.87,0.82,4.0,2.52,57.175,55.9,62,335
September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.8,0.87,5.88,4.0,57.92,57.175,335,369
September,Autumn,Tuesday,False,rain,partly-cloudy-day,0.78,0.8,4.21,5.88,59.805,57.92,369,391
September,Autumn,Wednesday,False,partly-cloudy-day,rain,0.72,0.78,6.7,4.21,54.01000000000001,59.805,391,390
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.78,0.72,3.79,6.7,53.58,54.01000000000001,390,307
September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.78,1.68,3.79,53.45,53.58,307,65
September,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.81,1.28,1.68,53.485,53.45,65,76
September,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.86,1.58,1.28,56.38500000000001,53.485,76,367
September,Autumn,Monday,False,rain,partly-cloudy-day,0.84,0.86,2.28,1.58,54.455,56.38500000000001,367,419
September,Autumn,Tuesday,False,partly-cloudy-day,rain,0.84,0.84,1.02,2.28,53.74,54.455,419,378
September,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.84,2.5,1.02,59.595,53.74,378,402
September,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.83,0.85,3.41,2.5,54.415000000000006,59.595,402,353
September,Autumn,Friday,False,clear-day,partly-cloudy-day,0.79,0.83,1.65,3.41,59.41,54.415000000000006,353,95
September,Autumn,Saturday,False,partly-cloudy-day,clear-day,0.76,0.79,2.25,1.65,58.93,59.41,95,79
September,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.76,0.76,2.37,2.25,64.775,58.93,79,307
September,Autumn,Monday,False,partly-cloudy-day,clear-day,0.89,0.76,1.34,2.37,60.475,64.775,307,428
September,Autumn,Tuesday,False,fog,partly-cloudy-day,0.84,0.89,1.13,1.34,61.795,60.475,428,396
September,Autumn,Wednesday,False,rain,fog,0.86,0.84,2.37,1.13,64.485,61.795,396,401
September,Autumn,Thursday,False,partly-cloudy-day,rain,0.85,0.86,2.37,2.37,61.955,64.485,401,267
September,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.85,2.38,2.37,58.68,61.955,267,73
September,Autumn,Saturday,False,clear-day,partly-cloudy-day,0.83,0.89,3.51,2.38,59.4,58.68,73,72
October,Autumn,Sunday,False,partly-cloudy-day,clear-day,0.91,0.83,5.19,3.51,60.185,59.4,72,371
October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.91,5.42,5.19,54.915,60.185,371,375
October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.74,3.73,5.42,54.01,54.915,375,405
October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.74,3.99,3.73,57.3,54.01,405,334
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.7,0.76,4.78,3.99,53.73,57.3,334,336
October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.73,0.7,2.72,4.78,54.115,53.73,336,67
October,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.73,3.83,2.72,56.555,54.115,67,92
October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.81,1.69,3.83,55.38,56.555,92,374
October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.82,1.42,1.69,57.125,55.38,374,418
October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.85,3.95,1.42,59.36,57.125,418,369
October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.86,6.08,3.95,55.375,59.36,369,404
October,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.81,0.84,3.23,6.08,57.58,55.375,404,350
October,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.81,4.89,3.23,63.085,57.58,350,92
October,Autumn,Saturday,False,fog,partly-cloudy-day,0.85,0.88,3.5,4.89,60.46,63.085,92,99
October,Autumn,Sunday,False,fog,fog,0.88,0.85,2.43,3.5,61.575,60.46,99,361
October,Autumn,Monday,False,clear-day,fog,0.81,0.88,4.29,2.43,61.02,61.575,361,392
October,Autumn,Tuesday,False,clear-day,clear-day,0.76,0.81,2.97,4.29,54.81,61.02,392,294
October,Autumn,Wednesday,False,fog,clear-day,0.89,0.76,1.31,2.97,59.33,54.81,294,354
October,Autumn,Thursday,False,rain,fog,0.92,0.89,2.97,1.31,58.255,59.33,354,308
October,Autumn,Friday,False,rain,rain,0.82,0.92,5.11,2.97,56.215,58.255,308,62
October,Autumn,Saturday,False,partly-cloudy-day,rain,0.81,0.82,7.73,5.11,52.645,56.215,62,95
October,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.81,6.09,7.73,53.17,52.645,95,314
October,Autumn,Monday,False,partly-cloudy-day,partly-cloudy-day,0.89,0.74,3.17,6.09,59.145,53.17,314,337
October,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.89,5.26,3.17,61.46,59.145,337,330
October,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.88,3.39,5.26,56.955,61.46,330,319
October,Autumn,Thursday,False,fog,partly-cloudy-day,0.94,0.8,0.67,3.39,53.695,56.955,319,285
October,Autumn,Friday,False,clear-day,fog,0.82,0.94,2.1,0.67,49.55,53.695,285,80
October,Autumn,Saturday,False,clear-day,clear-day,0.86,0.82,3.67,2.1,58.0,49.55,80,73
October,Autumn,Sunday,False,partly-cloudy-day,clear-day,0.75,0.86,3.61,3.67,46.635,58.0,73,353
October,Autumn,Monday,False,clear-day,partly-cloudy-day,0.82,0.75,0.75,3.61,46.99,46.635,353,384
October,Autumn,Tuesday,False,partly-cloudy-day,clear-day,0.82,0.82,2.73,0.75,50.895,46.99,384,390
November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.84,0.82,1.13,2.73,49.61,50.895,390,384
November,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.9,0.84,0.3,1.13,49.55,49.61,384,294
November,Autumn,Friday,False,fog,clear-day,0.89,0.9,0.53,0.3,53.72,49.55,294,65
November,Autumn,Saturday,False,partly-cloudy-day,fog,0.9,0.89,1.73,0.53,46.11,53.72,65,87
November,Autumn,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.9,3.2,1.73,40.36,46.11,87,339
November,Autumn,Monday,False,clear-day,partly-cloudy-day,0.84,0.82,1.09,3.2,47.11,40.36,339,359
November,Autumn,Tuesday,False,rain,clear-day,0.86,0.84,2.72,1.09,45.64,47.11,359,353
November,Autumn,Wednesday,False,partly-cloudy-day,rain,0.85,0.86,3.29,2.72,41.005,45.64,353,386
November,Autumn,Thursday,False,clear-day,partly-cloudy-day,0.88,0.85,1.34,3.29,50.76000000000001,41.005,386,283
November,Autumn,Friday,False,rain,clear-day,0.74,0.88,3.94,1.34,48.93,50.76000000000001,283,59
November,Autumn,Saturday,False,rain,rain,0.92,0.74,0.59,3.94,44.23,48.93,59,53
November,Autumn,Sunday,False,partly-cloudy-day,rain,0.79,0.92,4.88,0.59,38.165000000000006,44.23,53,369
November,Autumn,Monday,False,clear-day,partly-cloudy-day,0.77,0.79,2.75,4.88,42.095,38.165000000000006,369,390
November,Autumn,Tuesday,False,clear-day,clear-day,0.85,0.77,3.08,2.75,51.28,42.095,390,379
November,Autumn,Wednesday,False,fog,clear-day,0.92,0.85,0.68,3.08,51.76000000000001,51.28,379,405
November,Autumn,Thursday,False,partly-cloudy-day,fog,0.86,0.92,1.44,0.68,44.65000000000001,51.76000000000001,405,319
November,Autumn,Friday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.86,0.61,1.44,42.91,44.65000000000001,319,54
November,Autumn,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,2.57,0.61,42.25,42.91,54,69
November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.83,0.86,1.34,2.57,42.255,42.25,69,343
November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.89,0.83,4.61,1.34,54.03,42.255,343,406
November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.85,0.89,5.91,4.61,55.925,54.03,406,363
November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.75,0.85,9.38,5.91,55.04,55.925,363,368
November,Autumn,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.75,7.17,9.38,48.305,55.04,368,223
November,Autumn,Friday,False,clear-day,partly-cloudy-day,0.82,0.72,0.45,7.17,38.665,48.305,223,29
November,Autumn,Saturday,False,partly-cloudy-day,clear-day,0.82,0.82,3.24,0.45,36.49500000000001,38.665,29,46
November,Autumn,Sunday,False,clear-day,partly-cloudy-day,0.8,0.82,4.21,3.24,39.435,36.49500000000001,46,298
November,Autumn,Monday,False,partly-cloudy-day,clear-day,0.83,0.8,5.94,4.21,42.75,39.435,298,378
November,Autumn,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.83,2.97,5.94,36.725,42.75,378,349
November,Autumn,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.82,0.82,5.13,2.97,33.205,36.725,349,342
November,Autumn,Thursday,True,clear-day,partly-cloudy-day,0.76,0.82,5.58,5.13,32.18,33.205,342,235
December,Winter,Friday,False,partly-cloudy-day,clear-day,0.82,0.76,6.1,5.58,37.765,32.18,235,68
December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.85,0.82,1.25,6.1,42.55,37.765,68,46
December,Winter,Sunday,False,partly-cloudy-day,clear-day,0.92,0.85,2.39,1.25,44.63,42.55,46,370
December,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.92,2.14,2.39,46.96,44.63,370,388
December,Winter,Tuesday,False,cloudy,partly-cloudy-day,0.8,0.86,3.01,2.14,44.99500000000001,46.96,388,189
December,Winter,Wednesday,False,cloudy,cloudy,0.75,0.8,5.35,3.01,47.78,44.99500000000001,189,316
December,Winter,Thursday,False,rain,cloudy,0.84,0.75,5.9,5.35,42.2,47.78,316,263
December,Winter,Friday,False,partly-cloudy-day,rain,0.77,0.84,6.42,5.9,30.665,42.2,263,52
December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.81,0.77,2.97,6.42,33.85,30.665,52,24
December,Winter,Sunday,False,snow,clear-day,0.91,0.81,0.84,2.97,32.3,33.85,24,46
December,Winter,Monday,False,rain,snow,0.9,0.91,5.03,0.84,28.535,32.3,46,279
December,Winter,Tuesday,False,rain,rain,0.87,0.9,1.91,5.03,37.345,28.535,279,281
December,Winter,Wednesday,False,rain,rain,0.9,0.87,5.28,1.91,38.595,37.345,281,297
December,Winter,Thursday,False,partly-cloudy-day,rain,0.82,0.9,5.97,5.28,35.88500000000001,38.595,297,231
December,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,4.39,5.97,34.72,35.88500000000001,231,36
December,Winter,Saturday,False,clear-day,partly-cloudy-day,0.86,0.87,2.97,4.39,36.08,34.72,36,27
December,Winter,Sunday,False,fog,clear-day,0.93,0.86,2.53,2.97,40.005,36.08,27,331
December,Winter,Monday,False,clear-day,fog,0.88,0.93,1.41,2.53,38.355,40.005,331,313
December,Winter,Tuesday,False,fog,clear-day,0.9,0.88,1.38,1.41,44.76000000000001,38.355,313,267
December,Winter,Wednesday,False,fog,fog,0.94,0.9,1.58,1.38,50.21,44.76000000000001,267,233
December,Winter,Thursday,False,fog,fog,0.92,0.94,2.51,1.58,50.46,50.21,233,151
December,Winter,Friday,False,partly-cloudy-day,fog,0.91,0.92,1.15,2.51,49.865,50.46,151,35
December,Winter,Saturday,False,cloudy,partly-cloudy-day,0.91,0.91,4.58,1.15,45.735,49.865,35,16
December,Winter,Sunday,False,cloudy,cloudy,0.89,0.91,6.24,4.58,48.235,45.735,16,58
December,Winter,Monday,True,rain,cloudy,0.87,0.89,8.49,6.24,42.29,48.235,58,12
December,Winter,Tuesday,True,rain,rain,0.87,0.87,4.06,8.49,36.545,42.29,12,40
December,Winter,Wednesday,False,partly-cloudy-day,rain,0.88,0.87,5.03,4.06,30.145,36.545,40,65
December,Winter,Thursday,False,clear-day,partly-cloudy-day,0.85,0.88,2.75,5.03,33.76,30.145,65,36
December,Winter,Friday,False,rain,clear-day,0.84,0.85,4.0,2.75,40.02,33.76,36,42
December,Winter,Saturday,False,partly-cloudy-day,rain,0.82,0.84,6.51,4.0,51.985,40.02,42,26
December,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.86,0.82,7.67,6.51,46.475,51.985,26,27
January,Winter,Monday,True,clear-day,partly-cloudy-day,0.81,0.86,5.07,7.67,40.93,46.475,27,237
January,Winter,Tuesday,True,rain,clear-day,0.87,0.81,5.01,5.07,45.455,40.93,237,250
January,Winter,Wednesday,False,partly-cloudy-day,rain,0.71,0.87,9.79,5.01,46.32,45.455,250,192
January,Winter,Thursday,False,rain,partly-cloudy-day,0.82,0.71,5.87,9.79,47.31,46.32,192,264
January,Winter,Friday,False,partly-cloudy-day,rain,0.83,0.82,3.86,5.87,39.74500000000001,47.31,264,32
January,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.88,0.83,3.43,3.86,34.975,39.74500000000001,32,31
January,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.88,6.96,3.43,33.71,34.975,31,354
January,Winter,Monday,False,cloudy,partly-cloudy-day,0.85,0.76,5.09,6.96,37.365,33.71,354,354
January,Winter,Tuesday,False,cloudy,cloudy,0.91,0.85,2.16,5.09,43.305,37.365,354,342
January,Winter,Wednesday,False,partly-cloudy-day,cloudy,0.9,0.91,1.84,2.16,43.785,43.305,342,329
January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.94,0.9,2.03,1.84,43.355,43.785,329,258
January,Winter,Friday,False,fog,partly-cloudy-day,0.91,0.94,1.25,2.03,42.15,43.355,258,34
January,Winter,Saturday,False,partly-cloudy-day,fog,0.84,0.91,3.96,1.25,40.195,42.15,34,43
January,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.84,0.59,3.96,40.99,40.195,43,224
January,Winter,Monday,False,rain,partly-cloudy-day,0.86,0.79,6.77,0.59,44.065,40.99,224,376
January,Winter,Tuesday,False,partly-cloudy-day,rain,0.77,0.86,7.22,6.77,35.52500000000001,44.065,376,360
January,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.72,0.77,7.37,7.22,39.26000000000001,35.52500000000001,360,377
January,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.72,8.22,7.37,37.95,39.26000000000001,377,290
January,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.74,4.62,8.22,36.84,37.95,290,30
January,Winter,Saturday,False,rain,partly-cloudy-day,0.9,0.79,0.76,4.62,36.91,36.84,30,31
January,Winter,Sunday,False,rain,rain,0.93,0.9,1.28,0.76,43.385,36.91,31,362
January,Winter,Monday,False,partly-cloudy-day,rain,0.82,0.93,3.58,1.28,46.915,43.385,362,376
January,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.82,6.28,3.58,53.255,46.915,376,291
January,Winter,Wednesday,False,rain,partly-cloudy-day,0.89,0.87,8.89,6.28,47.845,53.255,291,340
January,Winter,Thursday,False,clear-day,rain,0.83,0.89,5.18,8.89,41.97,47.845,340,308
January,Winter,Friday,False,partly-cloudy-day,clear-day,0.88,0.83,1.09,5.18,39.9,41.97,308,60
January,Winter,Saturday,False,clear-day,partly-cloudy-day,0.89,0.88,5.27,1.09,47.165,39.9,60,60
January,Winter,Sunday,False,clear-day,clear-day,0.85,0.89,6.83,5.27,53.165,47.165,60,345
January,Winter,Monday,False,partly-cloudy-day,clear-day,0.8,0.85,6.29,6.83,42.47,53.165,345,366
January,Winter,Tuesday,False,clear-day,partly-cloudy-day,0.85,0.8,2.23,6.29,43.96,42.47,366,328
January,Winter,Wednesday,False,partly-cloudy-day,clear-day,0.81,0.85,7.13,2.23,37.835,43.96,328,355
February,Winter,Thursday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.81,5.94,7.13,37.475,37.835,355,259
February,Winter,Friday,False,partly-cloudy-day,partly-cloudy-day,0.76,0.76,4.53,5.94,40.15,37.475,259,40
February,Winter,Saturday,False,partly-cloudy-day,partly-cloudy-day,0.87,0.76,0.3,4.53,35.705,40.15,40,41
February,Winter,Sunday,False,partly-cloudy-day,partly-cloudy-day,0.79,0.87,5.27,0.3,33.0,35.705,41,348
February,Winter,Monday,False,partly-cloudy-day,partly-cloudy-day,0.8,0.79,4.39,5.27,33.17,33.0,348,347
February,Winter,Tuesday,False,partly-cloudy-day,partly-cloudy-day,0.74,0.8,3.75,4.39,31.395000000000003,33.17,347,335
February,Winter,Wednesday,False,partly-cloudy-day,partly-cloudy-day,0.77,0.74,3.42,3.75,32.945,31.395000000000003,335,363
February,Winter,Thursday,False,rain,partly-cloudy-day,0.78,0.77,4.06,3.42,39.94499999999999,32.945,363,234
February,Winter,Friday,False,rain,rain,0.8,0.78,4.17,4.06,34.765,39.94499999999999,234,24
February,Winter,Saturday,False,clear-day,rain,0.88,0.8,5.13,4.17,38.12000000000001,34.765,24,31
